date,hour,US,AB
12/11/2020,22,1385,450
12/11/2020,23,1520,298
12/11/2020,24,1612,257
12/12/2020,1,1489,221
12/12/2020,2,1362,185
12/12/2020,3,1393,188
12/12/2020,4,1468,170
12/12/2020,5,1646,249
12/12/2020,6,1321,239
12/12/2020,7,1433,252
12/12/2020,8,1440,238
12/12/2020,9,1776,128
12/12/2020,10,1328,139
12/12/2020,11,993,158
12/12/2020,12,625,152
12/12/2020,13,560,110
12/12/2020,14,490,137
12/12/2020,15,652,137
12/12/2020,16,1275,124
12/12/2020,17,1710,310
12/12/2020,18,1828,377
12/12/2020,19,1953,341
12/12/2020,20,1998,319
12/12/2020,21,1758,125
12/12/2020,22,1683,133
12/12/2020,23,1694,150
12/12/2020,24,1644,102
12/13/2020,1,1635,123
12/13/2020,2,1575,104
12/13/2020,3,1581,109
12/13/2020,4,1642,90
12/13/2020,5,1658,92
12/13/2020,6,1778,77
12/13/2020,7,1514,70
12/13/2020,8,848,98
12/13/2020,9,1230,128
12/13/2020,10,1138,131
12/13/2020,11,799,190
12/13/2020,12,509,500
12/13/2020,13,115,524
12/13/2020,14,233,544
12/13/2020,15,569,539
12/13/2020,16,1347,516
12/13/2020,17,1444,448
12/13/2020,18,1248,465
12/13/2020,19,1398,430
12/13/2020,20,1259,561
12/13/2020,21,1352,476
12/13/2020,22,1543,180
12/13/2020,23,1732,159
12/13/2020,24,1616,134
12/14/2020,1,724,111
12/14/2020,2,852,113
12/14/2020,3,728,79
12/14/2020,4,813,85
12/14/2020,5,1114,100
12/14/2020,6,623,134
12/14/2020,7,950,260
12/14/2020,8,1198,363
12/14/2020,9,710,340
12/14/2020,10,528,345
12/14/2020,11,123,335
12/14/2020,12,332,352
12/14/2020,13,238,290
12/14/2020,14,425,242
12/14/2020,15,505,240
12/14/2020,16,587,306
12/14/2020,17,1098,372
12/14/2020,18,1091,441
12/14/2020,19,932,377
12/14/2020,20,976,216
12/14/2020,21,843,23
12/14/2020,22,824,-48
12/14/2020,23,611,24
12/14/2020,24,1100,28
12/15/2020,1,1849,-1
12/15/2020,2,1861,-15
12/15/2020,3,1850,-50
12/15/2020,4,1638,-46
12/15/2020,5,1946,-77
12/15/2020,6,1731,-44
12/15/2020,7,1954,66
12/15/2020,8,1864,7
12/15/2020,9,970,154
12/15/2020,10,661,211
12/15/2020,11,948,134
12/15/2020,12,835,171
12/15/2020,13,759,186
12/15/2020,14,799,184
12/15/2020,15,888,149
12/15/2020,16,1326,11
12/15/2020,17,1477,300
12/15/2020,18,1210,451
12/15/2020,19,1244,299
12/15/2020,20,1257,111
12/15/2020,21,1273,51
12/15/2020,22,1185,-15
12/15/2020,23,1257,-9
12/15/2020,24,1447,-14
12/16/2020,1,1244,-12
12/16/2020,2,1336,-8
12/16/2020,3,1331,-3
12/16/2020,4,1488,-36
12/16/2020,5,1698,-35
12/16/2020,6,1711,-41
12/16/2020,7,1399,5
12/16/2020,8,1699,23
12/16/2020,9,1251,95
12/16/2020,10,854,50
12/16/2020,11,1033,54
12/16/2020,12,1175,32
12/16/2020,13,1113,23
12/16/2020,14,1153,40
12/16/2020,15,1247,70
12/16/2020,16,1330,193
12/16/2020,17,1432,279
12/16/2020,18,1527,129
12/16/2020,19,1544,93
12/16/2020,20,1504,53
12/16/2020,21,1223,2
12/16/2020,22,1043,-33
12/16/2020,23,788,-8
12/16/2020,24,942,-23
12/17/2020,1,1030,-28
12/17/2020,2,1000,11
12/17/2020,3,918,30
12/17/2020,4,919,23
12/17/2020,5,1023,3
12/17/2020,6,1084,63
12/17/2020,7,1360,64
12/17/2020,8,1168,18
12/17/2020,9,867,19
12/17/2020,10,1325,30
12/17/2020,11,1134,25
12/17/2020,12,840,20
12/17/2020,13,241,7
12/17/2020,14,115,1
12/17/2020,15,328,16
12/17/2020,16,1003,42
12/17/2020,17,711,58
12/17/2020,18,672,95
12/17/2020,19,1027,129
12/17/2020,20,1303,94
12/17/2020,21,1262,27
12/17/2020,22,1092,57
12/17/2020,23,1163,85
12/17/2020,24,1093,85
12/18/2020,1,1448,78
12/18/2020,2,1438,34
12/18/2020,3,1421,25
12/18/2020,4,1481,33
12/18/2020,5,1585,109
12/18/2020,6,1593,125
12/18/2020,7,1359,295
12/18/2020,8,1305,272
12/18/2020,9,1346,113
12/18/2020,10,1440,65
12/18/2020,11,985,33
12/18/2020,12,376,35
12/18/2020,13,197,28
12/18/2020,14,205,-18
12/18/2020,15,1023,-12
12/18/2020,16,1779,37
12/18/2020,17,1752,30
12/18/2020,18,1571,50
12/18/2020,19,1493,35
12/18/2020,20,1422,37
12/18/2020,21,1544,0
12/18/2020,22,1563,-7
12/18/2020,23,1411,-19
12/18/2020,24,1272,-26
12/19/2020,1,1413,-14
12/19/2020,2,1563,-63
12/19/2020,3,1556,-16
12/19/2020,4,1601,-42
12/19/2020,5,1552,-89
12/19/2020,6,1602,-73
12/19/2020,7,1413,-40
12/19/2020,8,1357,-31
12/19/2020,9,1010,-24
12/19/2020,10,23,-34
12/19/2020,11,-200,-14
12/19/2020,12,-160,-14
12/19/2020,13,-136,2
12/19/2020,14,-137,-30
12/19/2020,15,-83,-58
12/19/2020,16,1392,52
12/19/2020,17,1470,12
12/19/2020,18,1315,3
12/19/2020,19,1310,38
12/19/2020,20,1471,17
12/19/2020,21,1711,-27
12/19/2020,22,1568,-48
12/19/2020,23,1244,-71
12/19/2020,24,1138,-16
12/20/2020,1,1412,8
12/20/2020,2,1432,9
12/20/2020,3,1472,46
12/20/2020,4,1413,98
12/20/2020,5,1426,101
12/20/2020,6,1582,3
12/20/2020,7,801,12
12/20/2020,8,759,28
12/20/2020,9,480,128
12/20/2020,10,-241,140
12/20/2020,11,-560,126
12/20/2020,12,-503,110
12/20/2020,13,-460,31
12/20/2020,14,-536,44
12/20/2020,15,-420,107
12/20/2020,16,777,264
12/20/2020,17,670,220
12/20/2020,18,451,217
12/20/2020,19,597,148
12/20/2020,20,908,112
12/20/2020,21,1322,21
12/20/2020,22,1720,23
12/20/2020,23,1770,23
12/20/2020,24,1682,29
12/21/2020,1,1700,34
12/21/2020,2,1680,42
12/21/2020,3,1706,50
12/21/2020,4,1679,40
12/21/2020,5,1685,41
12/21/2020,6,1720,99
12/21/2020,7,1146,108
12/21/2020,8,988,304
12/21/2020,9,827,457
12/21/2020,10,-60,285
12/21/2020,11,410,264
12/21/2020,12,20,234
12/21/2020,13,-142,243
12/21/2020,14,-288,627
12/21/2020,15,592,562
12/21/2020,16,402,504
12/21/2020,17,1143,534
12/21/2020,18,907,557
12/21/2020,19,1055,444
12/21/2020,20,1017,170
12/21/2020,21,1084,80
12/21/2020,22,982,73
12/21/2020,23,1061,19
12/21/2020,24,1190,67
12/22/2020,1,1468,24
12/22/2020,2,1525,-19
12/22/2020,3,1315,31
12/22/2020,4,1359,55
12/22/2020,5,1530,65
12/22/2020,6,1223,100
12/22/2020,7,748,101
12/22/2020,8,909,128
12/22/2020,9,396,53
12/22/2020,10,-219,40
12/22/2020,11,-456,86
12/22/2020,12,-475,124
12/22/2020,13,-522,127
12/22/2020,14,-586,93
12/22/2020,15,-389,122
12/22/2020,16,488,95
12/22/2020,17,949,197
12/22/2020,18,910,187
12/22/2020,19,906,180
12/22/2020,20,1004,160
12/22/2020,21,1215,6
12/22/2020,22,1233,61
12/22/2020,23,1265,109
12/22/2020,24,1367,86
12/23/2020,1,1874,70
12/23/2020,2,1982,56
12/23/2020,3,1982,36
12/23/2020,4,1970,50
12/23/2020,5,1938,60
12/23/2020,6,1848,77
12/23/2020,7,1835,97
12/23/2020,8,1665,94
12/23/2020,9,1381,74
12/23/2020,10,948,71
12/23/2020,11,925,103
12/23/2020,12,616,96
12/23/2020,13,362,64
12/23/2020,14,441,75
12/23/2020,15,690,96
12/23/2020,16,1343,110
12/23/2020,17,1727,95
12/23/2020,18,1350,81
12/23/2020,19,1369,109
12/23/2020,20,1622,80
12/23/2020,21,1457,57
12/23/2020,22,1698,-27
12/23/2020,23,1931,-8
12/23/2020,24,2124,13
12/24/2020,1,2062,8
12/24/2020,2,2021,11
12/24/2020,3,1918,3
12/24/2020,4,2005,-12
12/24/2020,5,2013,2
12/24/2020,6,1854,48
12/24/2020,7,1502,71
12/24/2020,8,1729,86
12/24/2020,9,1520,51
12/24/2020,10,1436,85
12/24/2020,11,1449,65
12/24/2020,12,1307,101
12/24/2020,13,1350,78
12/24/2020,14,1314,61
12/24/2020,15,1358,82
12/24/2020,16,1481,160
12/24/2020,17,1587,110
12/24/2020,18,1374,115
12/24/2020,19,1454,117
12/24/2020,20,1687,33
12/24/2020,21,1667,-29
12/24/2020,22,1789,-55
12/24/2020,23,1996,4
12/24/2020,24,2122,-6
12/25/2020,1,2166,-12
12/25/2020,2,2137,-31
12/25/2020,3,2066,-24
12/25/2020,4,2044,4
12/25/2020,5,2133,-13
12/25/2020,6,2097,6
12/25/2020,7,1739,46
12/25/2020,8,1374,110
12/25/2020,9,1180,102
12/25/2020,10,368,142
12/25/2020,11,-229,149
12/25/2020,12,-195,158
12/25/2020,13,-112,171
12/25/2020,14,-54,178
12/25/2020,15,107,163
12/25/2020,16,1156,207
12/25/2020,17,883,464
12/25/2020,18,1079,504
12/25/2020,19,1070,166
12/25/2020,20,1099,125
12/25/2020,21,1151,25
12/25/2020,22,1244,-12
12/25/2020,23,1603,-30
12/25/2020,24,1842,-16
12/26/2020,1,2022,-1
12/26/2020,2,1768,107
12/26/2020,3,1910,15
12/26/2020,4,1809,47
12/26/2020,5,1799,71
12/26/2020,6,1692,166
12/26/2020,7,1812,189
12/26/2020,8,1366,362
12/26/2020,9,821,254
12/26/2020,10,511,244
12/26/2020,11,255,283
12/26/2020,12,35,277
12/26/2020,13,31,251
12/26/2020,14,121,249
12/26/2020,15,252,262
12/26/2020,16,545,391
12/26/2020,17,918,415
12/26/2020,18,1338,433
12/26/2020,19,1357,324
12/26/2020,20,1309,203
12/26/2020,21,1507,113
12/26/2020,22,1509,104
12/26/2020,23,1706,129
12/26/2020,24,1835,105
12/27/2020,1,1904,55
12/27/2020,2,1912,47
12/27/2020,3,1937,52
12/27/2020,4,1980,57
12/27/2020,5,2035,40
12/27/2020,6,2118,93
12/27/2020,7,2135,186
12/27/2020,8,1939,132
12/27/2020,9,1620,114
12/27/2020,10,983,150
12/27/2020,11,531,194
12/27/2020,12,281,197
12/27/2020,13,115,201
12/27/2020,14,-89,234
12/27/2020,15,795,203
12/27/2020,16,1499,204
12/27/2020,17,1665,403
12/27/2020,18,1124,539
12/27/2020,19,1292,310
12/27/2020,20,1234,145
12/27/2020,21,1466,125
12/27/2020,22,1678,74
12/27/2020,23,1910,21
12/27/2020,24,1909,-9
12/28/2020,1,1754,-11
12/28/2020,2,1771,-8
12/28/2020,3,1694,30
12/28/2020,4,1808,27
12/28/2020,5,2045,52
12/28/2020,6,2103,97
12/28/2020,7,2266,80
12/28/2020,8,2215,97
12/28/2020,9,1787,113
12/28/2020,10,1438,154
12/28/2020,11,1334,116
12/28/2020,12,1360,142
12/28/2020,13,1356,170
12/28/2020,14,1409,123
12/28/2020,15,1481,131
12/28/2020,16,1671,226
12/28/2020,17,1763,319
12/28/2020,18,1620,222
12/28/2020,19,1926,215
12/28/2020,20,2118,115
12/28/2020,21,2122,147
12/28/2020,22,2058,87
12/28/2020,23,1731,115
12/28/2020,24,2066,-18
12/29/2020,1,2088,-32
12/29/2020,2,1876,-11
12/29/2020,3,1893,-18
12/29/2020,4,1772,-33
12/29/2020,5,1897,18
12/29/2020,6,1964,103
12/29/2020,7,1986,114
12/29/2020,8,2240,60
12/29/2020,9,1940,6
12/29/2020,10,1553,-28
12/29/2020,11,764,73
12/29/2020,12,291,53
12/29/2020,13,142,63
12/29/2020,14,18,53
12/29/2020,15,140,62
12/29/2020,16,1403,132
12/29/2020,17,1684,182
12/29/2020,18,1798,187
12/29/2020,19,1804,222
12/29/2020,20,2064,109
12/29/2020,21,1899,106
12/29/2020,22,1915,66
12/29/2020,23,1810,8
12/29/2020,24,1717,8
12/30/2020,1,1884,4
12/30/2020,2,1812,-22
12/30/2020,3,1588,9
12/30/2020,4,1658,-50
12/30/2020,5,1539,7
12/30/2020,6,1654,97
12/30/2020,7,1385,121
12/30/2020,8,1305,150
12/30/2020,9,1197,117
12/30/2020,10,832,98
12/30/2020,11,539,83
12/30/2020,12,282,111
12/30/2020,13,266,96
12/30/2020,14,418,114
12/30/2020,15,435,37
12/30/2020,16,981,109
12/30/2020,17,1317,183
12/30/2020,18,1323,198
12/30/2020,19,1481,243
12/30/2020,20,1402,253
12/30/2020,21,1479,95
12/30/2020,22,1455,114
12/30/2020,23,1550,64
12/30/2020,24,1744,-2
12/31/2020,1,1567,-11
12/31/2020,2,1568,-3
12/31/2020,3,1350,56
12/31/2020,4,1222,53
12/31/2020,5,1282,74
12/31/2020,6,1216,255
12/31/2020,7,801,262
12/31/2020,8,1125,295
12/31/2020,9,684,298
12/31/2020,10,-48,417
12/31/2020,11,-363,513
12/31/2020,12,-171,642
12/31/2020,13,-89,565
12/31/2020,14,-236,557
12/31/2020,15,-553,546
12/31/2020,16,1,463
12/31/2020,17,1251,518
12/31/2020,18,1336,509
12/31/2020,19,1388,304
12/31/2020,20,1353,290
12/31/2020,21,1137,202
12/31/2020,22,1210,60
12/31/2020,23,1450,10
12/31/2020,24,1667,-2
01/01/2021,1,1584,-6
01/01/2021,2,1482,46
01/01/2021,3,1403,71
01/01/2021,4,1413,38
01/01/2021,5,1487,29
01/01/2021,6,1831,57
01/01/2021,7,1712,173
01/01/2021,8,1529,261
01/01/2021,9,-469,314
01/01/2021,10,-604,237
01/01/2021,11,-597,299
01/01/2021,12,-570,317
01/01/2021,13,-593,350
01/01/2021,14,-212,246
01/01/2021,15,137,275
01/01/2021,16,810,389
01/01/2021,17,1313,472
01/01/2021,18,1064,477
01/01/2021,19,1003,454
01/01/2021,20,791,488
01/01/2021,21,991,331
01/01/2021,22,936,108
01/01/2021,23,1293,120
01/01/2021,24,1330,111
01/02/2021,1,637,165
01/02/2021,2,636,189
01/02/2021,3,870,101
01/02/2021,4,942,48
01/02/2021,5,924,101
01/02/2021,6,959,172
01/02/2021,7,1124,200
01/02/2021,8,928,127
01/02/2021,9,-137,407
01/02/2021,10,-355,320
01/02/2021,11,-601,307
01/02/2021,12,-714,346
01/02/2021,13,-1016,387
01/02/2021,14,-871,276
01/02/2021,15,-684,313
01/02/2021,16,-297,437
01/02/2021,17,745,536
01/02/2021,18,812,506
01/02/2021,19,693,303
01/02/2021,20,543,294
01/02/2021,21,542,301
01/02/2021,22,333,234
01/02/2021,23,154,159
01/02/2021,24,431,209
01/03/2021,1,866,111
01/03/2021,2,980,132
01/03/2021,3,945,232
01/03/2021,4,803,340
01/03/2021,5,885,279
01/03/2021,6,957,298
01/03/2021,7,961,220
01/03/2021,8,828,214
01/03/2021,9,-102,422
01/03/2021,10,-518,377
01/03/2021,11,-535,313
01/03/2021,12,-506,327
01/03/2021,13,-504,449
01/03/2021,14,-556,492
01/03/2021,15,-533,504
01/03/2021,16,427,484
01/03/2021,17,1167,462
01/03/2021,18,1173,297
01/03/2021,19,1425,346
01/03/2021,20,1333,111
01/03/2021,21,1437,62
01/03/2021,22,1546,44
01/03/2021,23,1635,41
01/03/2021,24,1400,8
01/04/2021,1,1085,9
01/04/2021,2,1181,0
01/04/2021,3,1011,8
01/04/2021,4,1007,11
01/04/2021,5,896,93
01/04/2021,6,1208,238
01/04/2021,7,619,335
01/04/2021,8,552,295
01/04/2021,9,9,319
01/04/2021,10,514,517
01/04/2021,11,515,525
01/04/2021,12,-53,518
01/04/2021,13,-199,537
01/04/2021,14,-492,489
01/04/2021,15,-877,417
01/04/2021,16,-763,406
01/04/2021,17,-163,394
01/04/2021,18,50,434
01/04/2021,19,148,439
01/04/2021,20,219,411
01/04/2021,21,124,394
01/04/2021,22,124,235
01/04/2021,23,870,250
01/04/2021,24,523,173
01/05/2021,1,1017,213
01/05/2021,2,945,228
01/05/2021,3,918,195
01/05/2021,4,934,182
01/05/2021,5,999,251
01/05/2021,6,1168,284
01/05/2021,7,421,378
01/05/2021,8,371,545
01/05/2021,9,-61,492
01/05/2021,10,-192,422
01/05/2021,11,-409,451
01/05/2021,12,-439,473
01/05/2021,13,-360,570
01/05/2021,14,-234,564
01/05/2021,15,-130,520
01/05/2021,16,-352,478
01/05/2021,17,265,476
01/05/2021,18,377,497
01/05/2021,19,508,508
01/05/2021,20,476,520
01/05/2021,21,617,258
01/05/2021,22,1001,162
01/05/2021,23,986,108
01/05/2021,24,613,139
01/06/2021,1,656,162
01/06/2021,2,716,130
01/06/2021,3,748,114
01/06/2021,4,855,85
01/06/2021,5,1024,120
01/06/2021,6,1248,142
01/06/2021,7,518,367
01/06/2021,8,611,354
01/06/2021,9,339,666
01/06/2021,10,277,662
01/06/2021,11,-266,642
01/06/2021,12,-346,633
01/06/2021,13,-322,560
01/06/2021,14,-386,606
01/06/2021,15,-361,569
01/06/2021,16,-56,567
01/06/2021,17,195,514
01/06/2021,18,307,518
01/06/2021,19,694,523
01/06/2021,20,768,503
01/06/2021,21,725,606
01/06/2021,22,566,236
01/06/2021,23,1066,104
01/06/2021,24,709,102
01/07/2021,1,890,79
01/07/2021,2,832,135
01/07/2021,3,800,188
01/07/2021,4,826,155
01/07/2021,5,841,207
01/07/2021,6,1117,370
01/07/2021,7,825,604
01/07/2021,8,926,619
01/07/2021,9,687,627
01/07/2021,10,896,630
01/07/2021,11,404,616
01/07/2021,12,49,612
01/07/2021,13,42,556
01/07/2021,14,101,615
01/07/2021,15,352,489
01/07/2021,16,419,500
01/07/2021,17,693,493
01/07/2021,18,611,496
01/07/2021,19,534,504
01/07/2021,20,299,517
01/07/2021,21,354,486
01/07/2021,22,510,382
01/07/2021,23,927,230
01/07/2021,24,736,235
01/08/2021,1,914,212
01/08/2021,2,822,145
01/08/2021,3,711,145
01/08/2021,4,557,141
01/08/2021,5,895,132
01/08/2021,6,1217,380
01/08/2021,7,951,641
01/08/2021,8,1042,651
01/08/2021,9,1088,665
01/08/2021,10,669,721
01/08/2021,11,280,744
01/08/2021,12,-109,730
01/08/2021,13,-203,715
01/08/2021,14,-202,647
01/08/2021,15,-366,608
01/08/2021,16,-628,561
01/08/2021,17,1137,500
01/08/2021,18,1085,502
01/08/2021,19,1246,505
01/08/2021,20,1014,527
01/08/2021,21,851,365
01/08/2021,22,920,228
01/08/2021,23,868,165
01/08/2021,24,977,179
01/09/2021,1,1062,158
01/09/2021,2,603,154
01/09/2021,3,595,194
01/09/2021,4,617,191
01/09/2021,5,779,213
01/09/2021,6,1342,248
01/09/2021,7,1641,408
01/09/2021,8,1546,371
01/09/2021,9,417,412
01/09/2021,10,226,442
01/09/2021,11,-132,503
01/09/2021,12,-174,483
01/09/2021,13,-449,482
01/09/2021,14,-473,483
01/09/2021,15,-395,479
01/09/2021,16,-190,431
01/09/2021,17,834,645
01/09/2021,18,1220,628
01/09/2021,19,1338,666
01/09/2021,20,1361,642
01/09/2021,21,1335,409
01/09/2021,22,1204,424
01/09/2021,23,1270,205
01/09/2021,24,1013,180
01/10/2021,1,987,167
01/10/2021,2,927,143
01/10/2021,3,1040,86
01/10/2021,4,1093,72
01/10/2021,5,1112,141
01/10/2021,6,1192,205
01/10/2021,7,1480,255
01/10/2021,8,1334,308
01/10/2021,9,166,276
01/10/2021,10,-535,322
01/10/2021,11,-742,397
01/10/2021,12,-802,440
01/10/2021,13,-879,470
01/10/2021,14,-908,407
01/10/2021,15,-808,426
01/10/2021,16,-422,465
01/10/2021,17,388,659
01/10/2021,18,824,601
01/10/2021,19,1081,602
01/10/2021,20,1094,586
01/10/2021,21,1425,300
01/10/2021,22,1481,204
01/10/2021,23,1618,206
01/10/2021,24,1413,193
01/11/2021,1,829,197
01/11/2021,2,392,164
01/11/2021,3,449,104
01/11/2021,4,410,170
01/11/2021,5,985,246
01/11/2021,6,1196,312
01/11/2021,7,960,380
01/11/2021,8,841,406
01/11/2021,9,580,425
01/11/2021,10,352,433
01/11/2021,11,217,490
01/11/2021,12,-88,530
01/11/2021,13,-147,635
01/11/2021,14,-236,566
01/11/2021,15,-194,611
01/11/2021,16,-197,584
01/11/2021,17,887,513
01/11/2021,18,979,528
01/11/2021,19,1073,497
01/11/2021,20,912,430
01/11/2021,21,868,383
01/11/2021,22,1094,242
01/11/2021,23,1276,201
01/11/2021,24,1002,99
01/12/2021,1,469,87
01/12/2021,2,444,91
01/12/2021,3,360,92
01/12/2021,4,444,69
01/12/2021,5,502,214
01/12/2021,6,771,364
01/12/2021,7,202,497
01/12/2021,8,139,537
01/12/2021,9,-52,597
01/12/2021,10,31,664
01/12/2021,11,-565,525
01/12/2021,12,-628,503
01/12/2021,13,-679,501
01/12/2021,14,-789,487
01/12/2021,15,-754,498
01/12/2021,16,-110,605
01/12/2021,17,-138,586
01/12/2021,18,-327,609
01/12/2021,19,-276,547
01/12/2021,20,-191,514
01/12/2021,21,-10,410
01/12/2021,22,-77,315
01/12/2021,23,111,307
01/12/2021,24,-359,195
01/13/2021,1,-1222,177
01/13/2021,2,-1062,237
01/13/2021,3,-1070,236
01/13/2021,4,-982,282
01/13/2021,5,-1117,318
01/13/2021,6,-812,398
01/13/2021,7,-484,523
01/13/2021,8,-509,607
01/13/2021,9,-269,616
01/13/2021,10,-805,593
01/13/2021,11,-1064,620
01/13/2021,12,-952,608
01/13/2021,13,-1277,613
01/13/2021,14,-954,550
01/13/2021,15,-892,536
01/13/2021,16,-683,541
01/13/2021,17,-286,545
01/13/2021,18,-142,512
01/13/2021,19,133,524
01/13/2021,20,148,571
01/13/2021,21,-89,395
01/13/2021,22,99,343
01/13/2021,23,468,198
01/13/2021,24,60,167
01/14/2021,1,164,97
01/14/2021,2,125,3
01/14/2021,3,-46,-5
01/14/2021,4,-169,92
01/14/2021,5,31,193
01/14/2021,6,392,331
01/14/2021,7,637,607
01/14/2021,8,587,654
01/14/2021,9,95,382
01/14/2021,10,-186,338
01/14/2021,11,-641,363
01/14/2021,12,-691,356
01/14/2021,13,-754,304
01/14/2021,14,-601,321
01/14/2021,15,-703,403
01/14/2021,16,-68,417
01/14/2021,17,668,384
01/14/2021,18,590,506
01/14/2021,19,692,573
01/14/2021,20,769,354
01/14/2021,21,645,300
01/14/2021,22,421,303
01/14/2021,23,349,256
01/14/2021,24,203,315
01/15/2021,1,-62,351
01/15/2021,2,-129,393
01/15/2021,3,-251,396
01/15/2021,4,-239,332
01/15/2021,5,-238,293
01/15/2021,6,276,346
01/15/2021,7,725,438
01/15/2021,8,465,498
01/15/2021,9,-168,708
01/15/2021,10,-525,662
01/15/2021,11,-469,432
01/15/2021,12,-566,426
01/15/2021,13,-697,443
01/15/2021,14,-730,444
01/15/2021,15,-692,409
01/15/2021,16,-378,532
01/15/2021,17,385,462
01/15/2021,18,483,376
01/15/2021,19,659,297
01/15/2021,20,480,310
01/15/2021,21,446,315
01/15/2021,22,288,269
01/15/2021,23,519,194
01/15/2021,24,151,99
01/16/2021,1,555,-6
01/16/2021,2,134,-7
01/16/2021,3,163,-20
01/16/2021,4,106,24
01/16/2021,5,445,13
01/16/2021,6,755,10
01/16/2021,7,992,156
01/16/2021,8,884,183
01/16/2021,9,466,42
01/16/2021,10,-193,59
01/16/2021,11,-219,74
01/16/2021,12,-240,72
01/16/2021,13,-348,73
01/16/2021,14,-370,68
01/16/2021,15,-289,56
01/16/2021,16,720,68
01/16/2021,17,1373,469
01/16/2021,18,1148,479
01/16/2021,19,1265,263
01/16/2021,20,1396,303
01/16/2021,21,1208,194
01/16/2021,22,1136,199
01/16/2021,23,1037,120
01/16/2021,24,1018,52
01/17/2021,1,577,30
01/17/2021,2,184,9
01/17/2021,3,352,33
01/17/2021,4,426,36
01/17/2021,5,254,88
01/17/2021,6,310,229
01/17/2021,7,193,362
01/17/2021,8,-19,421
01/17/2021,9,-754,308
01/17/2021,10,-1581,223
01/17/2021,11,-1587,272
01/17/2021,12,-1700,362
01/17/2021,13,-1655,382
01/17/2021,14,-1649,431
01/17/2021,15,-1077,588
01/17/2021,16,-209,659
01/17/2021,17,724,584
01/17/2021,18,339,566
01/17/2021,19,319,402
01/17/2021,20,371,327
01/17/2021,21,679,262
01/17/2021,22,329,254
01/17/2021,23,440,248
01/17/2021,24,176,145
01/18/2021,1,65,189
01/18/2021,2,-8,211
01/18/2021,3,-7,238
01/18/2021,4,21,307
01/18/2021,5,98,321
01/18/2021,6,817,454
01/18/2021,7,994,493
01/18/2021,8,935,526
01/18/2021,9,395,528
01/18/2021,10,258,548
01/18/2021,11,269,543
01/18/2021,12,250,530
01/18/2021,13,344,599
01/18/2021,14,350,575
01/18/2021,15,599,578
01/18/2021,16,524,531
01/18/2021,17,1208,518
01/18/2021,18,1222,481
01/18/2021,19,1303,523
01/18/2021,20,1399,512
01/18/2021,21,1319,433
01/18/2021,22,967,346
01/18/2021,23,1178,316
01/18/2021,24,754,317
01/19/2021,1,535,309
01/19/2021,2,545,286
01/19/2021,3,490,231
01/19/2021,4,267,257
01/19/2021,5,400,304
01/19/2021,6,1163,410
01/19/2021,7,1481,588
01/19/2021,8,1613,350
01/19/2021,9,1211,391
01/19/2021,10,827,401
01/19/2021,11,578,460
01/19/2021,12,477,451
01/19/2021,13,541,474
01/19/2021,14,653,426
01/19/2021,15,646,408
01/19/2021,16,268,481
01/19/2021,17,1302,445
01/19/2021,18,1505,413
01/19/2021,19,1415,399
01/19/2021,20,1268,328
01/19/2021,21,1297,332
01/19/2021,22,1039,301
01/19/2021,23,1097,233
01/19/2021,24,1039,203
01/20/2021,1,751,114
01/20/2021,2,630,88
01/20/2021,3,385,102
01/20/2021,4,465,100
01/20/2021,5,949,174
01/20/2021,6,992,369
01/20/2021,7,919,527
01/20/2021,8,1048,414
01/20/2021,9,986,403
01/20/2021,10,826,418
01/20/2021,11,565,0
01/20/2021,12,112,0
01/20/2021,13,-46,0
01/20/2021,14,-2,0
01/20/2021,15,87,0
01/20/2021,16,675,-41
01/20/2021,17,1210,-60
01/20/2021,18,1133,306
01/20/2021,19,1124,327
01/20/2021,20,1007,365
01/20/2021,21,1046,349
01/20/2021,22,1135,316
01/20/2021,23,1066,285
01/20/2021,24,1336,240
01/21/2021,1,1215,212
01/21/2021,2,955,276
01/21/2021,3,928,387
01/21/2021,4,520,364
01/21/2021,5,1063,478
01/21/2021,6,1111,440
01/21/2021,7,1268,485
01/21/2021,8,978,507
01/21/2021,9,625,522
01/21/2021,10,876,508
01/21/2021,11,444,512
01/21/2021,12,200,498
01/21/2021,13,165,485
01/21/2021,14,103,520
01/21/2021,15,180,509
01/21/2021,16,236,494
01/21/2021,17,1142,449
01/21/2021,18,1178,463
01/21/2021,19,1130,472
01/21/2021,20,1120,476
01/21/2021,21,1222,484
01/21/2021,22,1118,506
01/21/2021,23,937,512
01/21/2021,24,1169,539
01/22/2021,1,713,587
01/22/2021,2,533,605
01/22/2021,3,540,638
01/22/2021,4,519,630
01/22/2021,5,628,512
01/22/2021,6,1243,629
01/22/2021,7,1109,639
01/22/2021,8,938,647
01/22/2021,9,625,642
01/22/2021,10,1064,579
01/22/2021,11,376,552
01/22/2021,12,204,546
01/22/2021,13,142,569
01/22/2021,14,269,592
01/22/2021,15,441,558
01/22/2021,16,915,536
01/22/2021,17,1024,518
01/22/2021,18,759,512
01/22/2021,19,769,515
01/22/2021,20,954,518
01/22/2021,21,1194,563
01/22/2021,22,1220,566
01/22/2021,23,1197,323
01/22/2021,24,918,637
01/23/2021,1,1109,638
01/23/2021,2,970,239
01/23/2021,3,728,192
01/23/2021,4,671,199
01/23/2021,5,916,436
01/23/2021,6,1210,638
01/23/2021,7,1228,566
01/23/2021,8,1259,609
01/23/2021,9,1168,655
