date,hour,US,AB
03/10/2019,12,-2121,-473,
03/10/2019,13,-2335,-286,
03/10/2019,14,-2309,-367,
03/10/2019,15,-2223,-404,
03/10/2019,16,-2219,-449,
03/10/2019,17,-1618,-627,
03/10/2019,18,-1546,-648,
03/10/2019,19,-1150,-743,
03/10/2019,20,-1001,-755,
03/10/2019,21,-823,-854,
03/10/2019,22,-1008,-924,
03/10/2019,23,-1312,-936,
03/10/2019,24,-1569,-931,
03/11/2019,1,-1376,-923,
03/11/2019,2,-1479,-914,
03/11/2019,3,-1609,-900,
03/11/2019,4,-1440,-909,
03/11/2019,5,-1186,-861,
03/11/2019,6,-941,-863,
03/11/2019,7,-984,-718,
03/11/2019,8,-1060,-713,
03/11/2019,9,-1284,-758,
03/11/2019,10,-1154,-538,
03/11/2019,11,-1225,-528,
03/11/2019,12,-1178,-505,
03/11/2019,13,-946,-483,
03/11/2019,14,-1077,-267,
03/11/2019,15,-1362,-281,
03/11/2019,16,-1543,-203,
03/11/2019,17,-1482,-198,
03/11/2019,18,-1629,-243,
03/11/2019,19,-1537,-223,
03/11/2019,20,-1287,-200,
03/11/2019,21,-1366,-296,
03/11/2019,22,-1495,-352,
03/11/2019,23,-1261,-388,
03/11/2019,24,-1438,-471,
03/12/2019,1,-1498,-440,
03/12/2019,2,-1600,-594,
03/12/2019,3,-1738,-674,
03/12/2019,4,-1746,-798,
03/12/2019,5,-1534,-710,
03/12/2019,6,-1293,-526,
03/12/2019,7,-1193,-423,
03/12/2019,8,-1308,-70,
03/12/2019,9,-1468,-9,
03/12/2019,10,-1577,-11,
03/12/2019,11,-1663,-38,
03/12/2019,12,-1711,-15,
03/12/2019,13,-1639,-14,
03/12/2019,14,-1612,-18,
03/12/2019,15,-1686,-15,
03/12/2019,16,-1561,-19,
03/12/2019,17,-1744,12,
03/12/2019,18,-1792,3,
03/12/2019,19,-1658,7,
03/12/2019,20,-1467,-5,
03/12/2019,21,-1603,-50,
03/12/2019,22,-1788,-38,
03/12/2019,23,-1838,-44,
03/12/2019,24,-1862,-35,
03/13/2019,1,-1943,-24,
03/13/2019,2,-1955,-32,
03/13/2019,3,-1919,-32,
03/13/2019,4,-1906,-37,
03/13/2019,5,-1878,-36,
03/13/2019,6,-1737,-31,
03/13/2019,7,-1639,-41,
03/13/2019,8,-1421,-49,
03/13/2019,9,-1665,-24,
03/13/2019,10,-1941,-29,
03/13/2019,11,-1902,-26,
03/13/2019,12,-1935,-16,
03/13/2019,13,-1870,-36,
03/13/2019,14,-1909,-18,
03/13/2019,15,-1918,-4,
03/13/2019,16,-1915,-12,
03/13/2019,17,-1917,-21,
03/13/2019,18,-1860,-35,
03/13/2019,19,-1607,3,
03/13/2019,20,-1554,-21,
03/13/2019,21,-1778,-59,
03/13/2019,22,-1840,-54,
03/13/2019,23,-1776,-59,
03/13/2019,24,-1857,-46,
03/14/2019,1,-1902,-26,
03/14/2019,2,-1894,-17,
03/14/2019,3,-1881,-38,
03/14/2019,4,-1893,-25,
03/14/2019,5,-1899,-8,
03/14/2019,6,-1678,-22,
03/14/2019,7,-1645,-31,
03/14/2019,8,-1734,-26,
03/14/2019,9,-1900,-35,
03/14/2019,10,-1911,-33,
03/14/2019,11,-1898,-10,
03/14/2019,12,-1925,-31,
03/14/2019,13,-1965,-6,
03/14/2019,14,-1932,-14,
03/14/2019,15,-1900,-89,
03/14/2019,16,-1930,-99,
03/14/2019,17,-1942,-119,
03/14/2019,18,-2197,-153,
03/14/2019,19,-1978,-136,
03/14/2019,20,-1915,-108,
03/14/2019,21,-1824,-134,
03/14/2019,22,-1951,-153,
03/14/2019,23,-2098,-187,
03/14/2019,24,-2071,-209,
03/15/2019,1,-1967,-232,
03/15/2019,2,-1886,-213,
03/15/2019,3,-1811,-231,
03/15/2019,4,-1761,-253,
03/15/2019,5,-1937,-167,
03/15/2019,6,-1616,-76,
03/15/2019,7,-1676,-77,
03/15/2019,8,-1698,-37,
03/15/2019,9,-1891,-26,
03/15/2019,10,-1945,-79,
03/15/2019,11,-1862,-80,
03/15/2019,12,-1984,-75,
03/15/2019,13,-2007,-138,
03/15/2019,14,-2229,-101,
03/15/2019,15,-2271,-83,
03/15/2019,16,-2293,-82,
03/15/2019,17,-2107,51,
03/15/2019,18,-1915,59,
03/15/2019,19,-1716,47,
03/15/2019,20,-1791,54,
03/15/2019,21,-1759,3,
03/15/2019,22,-1787,-110,
03/15/2019,23,-1723,-188,
03/15/2019,24,-1863,-197,
03/16/2019,1,-1879,-102,
03/16/2019,2,-1951,-108,
03/16/2019,3,-2000,-123,
03/16/2019,4,-1977,-116,
03/16/2019,5,-2062,-114,
03/16/2019,6,-1949,-144,
03/16/2019,7,-1714,-106,
03/16/2019,8,-1600,-74,
03/16/2019,9,-2035,17,
03/16/2019,10,-2104,-39,
03/16/2019,11,-2238,-22,
03/16/2019,12,-2256,-117,
03/16/2019,13,-2234,-115,
03/16/2019,14,-2330,-118,
03/16/2019,15,-2335,-186,
03/16/2019,16,-2293,-197,
03/16/2019,17,-2357,-199,
03/16/2019,18,-2143,-219,
03/16/2019,19,-1996,-32,
03/16/2019,20,-2151,1,
03/16/2019,21,-2064,-12,
03/16/2019,22,-2051,-25,
03/16/2019,23,-2095,-33,
03/16/2019,24,-2104,-21,
03/17/2019,1,-2008,-78,
03/17/2019,2,-1997,-105,
03/17/2019,3,-2107,-120,
03/17/2019,4,-2101,-118,
03/17/2019,5,-2087,-105,
03/17/2019,6,-2103,-104,
03/17/2019,7,-2068,-116,
03/17/2019,8,-2221,-83,
03/17/2019,9,-2296,-72,
03/17/2019,10,-2355,-53,
03/17/2019,11,-2336,-80,
03/17/2019,12,-2370,-93,
03/17/2019,13,-2380,-85,
03/17/2019,14,-2324,-90,
03/17/2019,15,-2330,-46,
03/17/2019,16,-2343,-28,
03/17/2019,17,-2402,26,
03/17/2019,18,-2321,29,
03/17/2019,19,-1935,64,
03/17/2019,20,-1938,57,
03/17/2019,21,-1995,9,
03/17/2019,22,-2081,-48,
03/17/2019,23,-2194,-89,
03/17/2019,24,-2374,-87,
03/18/2019,1,-2225,-186,
03/18/2019,2,-2109,-287,
03/18/2019,3,-2108,-317,
03/18/2019,4,-2070,-317,
03/18/2019,5,-2019,-194,
03/18/2019,6,-1792,-98,
03/18/2019,7,-1573,-79,
03/18/2019,8,-1800,11,
03/18/2019,9,-1991,31,
03/18/2019,10,-2102,20,
03/18/2019,11,-2188,12,
03/18/2019,12,-2265,-74,
03/18/2019,13,-2314,-108,
03/18/2019,14,-2355,-57,
03/18/2019,15,-2321,-33,
03/18/2019,16,-2359,-15,
03/18/2019,17,-2340,53,
03/18/2019,18,-2207,-11,
03/18/2019,19,-1923,57,
03/18/2019,20,-1872,51,
03/18/2019,21,-1790,8,
03/18/2019,22,-1899,-10,
03/18/2019,23,-2261,-33,
03/18/2019,24,-2371,-53,
03/19/2019,1,-2329,-31,
03/19/2019,2,-2268,-45,
03/19/2019,3,-2119,-43,
03/19/2019,4,-2104,-55,
03/19/2019,5,-2107,-60,
03/19/2019,6,-1876,-14,
03/19/2019,7,-1839,-15,
03/19/2019,8,-1911,33,
03/19/2019,9,-2285,45,
03/19/2019,10,-2359,33,
03/19/2019,11,-2321,23,
03/19/2019,12,-2393,16,
03/19/2019,13,-2418,34,
03/19/2019,14,-2403,27,
03/19/2019,15,-2393,22,
03/19/2019,16,-2324,65,
03/19/2019,17,-2371,106,
03/19/2019,18,-2236,30,
03/19/2019,19,-2024,57,
03/19/2019,20,-2185,24,
03/19/2019,21,-2252,-4,
03/19/2019,22,-2268,-5,
03/19/2019,23,-2346,81,
03/19/2019,24,-2335,-7,
03/20/2019,1,-2272,-17,
03/20/2019,2,-2355,-1,
03/20/2019,3,-2170,33,
03/20/2019,4,-2141,33,
03/20/2019,5,-2114,19,
03/20/2019,6,-1986,-2,
03/20/2019,7,-1809,46,
03/20/2019,8,-1640,63,
03/20/2019,9,-1700,49,
03/20/2019,10,-1752,73,
03/20/2019,11,-1844,69,
03/20/2019,12,-1901,50,
03/20/2019,13,-1817,13,
03/20/2019,14,-1875,58,
03/20/2019,15,-1569,84,
03/20/2019,16,-1821,109,
03/20/2019,17,-1782,84,
03/20/2019,18,-1792,103,
03/20/2019,19,-1719,100,
03/20/2019,20,-1687,159,
03/20/2019,21,-1789,108,
03/20/2019,22,-1839,90,
03/20/2019,23,-1877,-1,
03/20/2019,24,-1879,-12,
03/21/2019,1,-1901,-2,
03/21/2019,2,-1914,3,
03/21/2019,3,-1909,-75,
03/21/2019,4,-1881,-106,
03/21/2019,5,-1900,6,
03/21/2019,6,-1824,7,
03/21/2019,7,-1694,1,
03/21/2019,8,-1569,3,
03/21/2019,9,-1872,12,
03/21/2019,10,-1883,99,
03/21/2019,11,-1857,142,
03/21/2019,12,-1907,120,
03/21/2019,13,-1937,167,
03/21/2019,14,-1879,59,
03/21/2019,15,-1875,37,
03/21/2019,16,-1840,55,
03/21/2019,17,-2317,60,
03/21/2019,18,-2413,83,
03/21/2019,19,-2445,107,
03/21/2019,20,-2140,129,
03/21/2019,21,-2250,37,
03/21/2019,22,-2367,74,
03/21/2019,23,-2338,10,
03/21/2019,24,-2365,18,
03/22/2019,1,-2358,70,
03/22/2019,2,-2315,77,
03/22/2019,3,-2368,81,
03/22/2019,4,-2366,83,
03/22/2019,5,-2334,48,
03/22/2019,6,-2049,70,
03/22/2019,7,-1955,78,
03/22/2019,8,-2091,77,
03/22/2019,9,-2230,63,
03/22/2019,10,-2263,59,
03/22/2019,11,-1877,80,
03/22/2019,12,-1841,96,
03/22/2019,13,-1844,102,
03/22/2019,14,-1831,103,
03/22/2019,15,-1802,77,
03/22/2019,16,-1832,91,
03/22/2019,17,-1886,80,
03/22/2019,18,-1896,84,
03/22/2019,19,-1918,111,
03/22/2019,20,-2070,117,
03/22/2019,21,-1994,83,
03/22/2019,22,-2028,99,
03/22/2019,23,-2124,95,
03/22/2019,24,-2039,70,
03/23/2019,1,-1927,26,
03/23/2019,2,-2140,-10,
03/23/2019,3,-2131,43,
03/23/2019,4,-2277,-10,
03/23/2019,5,-2227,29,
03/23/2019,6,-2075,31,
03/23/2019,7,-2103,57,
03/23/2019,8,-2114,67,
03/23/2019,9,-2177,39,
03/23/2019,10,-1976,67,
03/23/2019,11,-1908,94,
03/23/2019,12,-2034,60,
03/23/2019,13,-2193,54,
03/23/2019,14,-2065,53,
03/23/2019,15,-2037,74,
03/23/2019,16,-2022,60,
03/23/2019,17,-2124,82,
03/23/2019,18,-1873,49,
03/23/2019,19,-1809,24,
03/23/2019,20,-1729,45,
03/23/2019,21,-1668,33,
03/23/2019,22,-1932,47,
03/23/2019,23,-2093,-34,
03/23/2019,24,-2063,-91,
03/24/2019,1,-2087,-131,
03/24/2019,2,-2095,-211,
03/24/2019,3,-2182,-189,
03/24/2019,4,-2098,-195,
03/24/2019,5,-2234,-210,
03/24/2019,6,-2390,-125,
03/24/2019,7,-2341,-85,
03/24/2019,8,-2121,-33,
03/24/2019,9,-2204,32,
03/24/2019,10,-2298,23,
03/24/2019,11,-2308,25,
03/24/2019,12,-2343,38,
03/24/2019,13,-2346,22,
03/24/2019,14,-2379,24,
03/24/2019,15,-2327,20,
03/24/2019,16,-2344,27,
03/24/2019,17,-2355,-2,
03/24/2019,18,-2271,-6,
03/24/2019,19,-1646,-13,
03/24/2019,20,-1876,33,
03/24/2019,21,-1720,-2,
03/24/2019,22,-1687,-64,
03/24/2019,23,-1629,-208,
03/24/2019,24,-1945,-266,
03/25/2019,1,-2014,-177,
03/25/2019,2,-1851,-225,
03/25/2019,3,-1791,-252,
03/25/2019,4,-1846,-239,
03/25/2019,5,-1713,-148,
03/25/2019,6,-1726,-20,
03/25/2019,7,-1501,1,
03/25/2019,8,-1607,65,
03/25/2019,9,-1853,54,
03/25/2019,10,-1991,35,
03/25/2019,11,-2066,-20,
03/25/2019,12,-1977,-16,
03/25/2019,13,-1948,5,
03/25/2019,14,-1937,-91,
03/25/2019,15,-1936,-119,
03/25/2019,16,-1957,-194,
03/25/2019,17,-1956,-253,
03/25/2019,18,-1849,-300,
03/25/2019,19,-1691,-265,
03/25/2019,20,-1517,-170,
03/25/2019,21,-1625,-175,
03/25/2019,22,-1890,-178,
03/25/2019,23,-1867,-191,
03/25/2019,24,-1847,-229,
03/26/2019,1,-1852,-247,
03/26/2019,2,-1868,-256,
03/26/2019,3,-1893,-307,
03/26/2019,4,-1832,-422,
03/26/2019,5,-1850,-231,
03/26/2019,6,-1744,-67,
03/26/2019,7,-1696,-29,
03/26/2019,8,-1826,32,
03/26/2019,9,-1923,-71,
03/26/2019,10,-1905,-89,
03/26/2019,11,-1903,-180,
03/26/2019,12,-1905,-185,
03/26/2019,13,-1886,-191,
03/26/2019,14,-1863,-220,
03/26/2019,15,-1898,-198,
03/26/2019,16,-1904,-187,
03/26/2019,17,-1878,-202,
03/26/2019,18,-1887,-262,
03/26/2019,19,-1797,-207,
03/26/2019,20,-1818,-141,
03/26/2019,21,-1653,-162,
03/26/2019,22,-1791,-229,
03/26/2019,23,-1871,-249,
03/26/2019,24,-1849,-229,
03/27/2019,1,-1894,-242,
03/27/2019,2,-1936,-170,
03/27/2019,3,-1917,-183,
03/27/2019,4,-1915,-196,
03/27/2019,5,-1863,-116,
03/27/2019,6,-1809,-31,
03/27/2019,7,-1532,-15,
03/27/2019,8,-1809,-89,
03/27/2019,9,-1858,-108,
03/27/2019,10,-1908,-157,
03/27/2019,11,-1908,-170,
03/27/2019,12,-1877,-128,
03/27/2019,13,-1909,-163,
03/27/2019,14,-1936,-42,
03/27/2019,15,-1893,-56,
03/27/2019,16,-1914,-18,
03/27/2019,17,-1938,1,
03/27/2019,18,-1878,-56,
03/27/2019,19,-1733,-106,
03/27/2019,20,-1638,-106,
03/27/2019,21,-1658,-135,
03/27/2019,22,-1690,-115,
03/27/2019,23,-1771,-104,
03/27/2019,24,-1842,-140,
03/28/2019,1,-1827,-194,
03/28/2019,2,-1888,-242,
03/28/2019,3,-1916,-228,
03/28/2019,4,-1902,-256,
03/28/2019,5,-1867,-158,
03/28/2019,6,-1800,-44,
03/28/2019,7,-1624,40,
03/28/2019,8,-1795,56,
03/28/2019,9,-1963,49,
03/28/2019,10,-1941,86,
03/28/2019,11,-1920,99,
03/28/2019,12,-1969,94,
03/28/2019,13,-1907,74,
03/28/2019,14,-1908,129,
03/28/2019,15,-1897,120,
03/28/2019,16,-1921,125,
03/28/2019,17,-1912,122,
03/28/2019,18,-1804,81,
03/28/2019,19,-1704,41,
03/28/2019,20,-1660,106,
03/28/2019,21,-1695,128,
03/28/2019,22,-1767,109,
03/28/2019,23,-1801,-16,
03/28/2019,24,-1857,-56,
03/29/2019,1,-1834,-107,
03/29/2019,2,-1858,-122,
03/29/2019,3,-1880,-151,
03/29/2019,4,-1914,-145,
03/29/2019,5,-1899,-83,
03/29/2019,6,-1790,-9,
03/29/2019,7,-1574,-8,
03/29/2019,8,-1862,14,
03/29/2019,9,-1984,40,
03/29/2019,10,-1925,35,
03/29/2019,11,-1942,11,
03/29/2019,12,-1918,72,
03/29/2019,13,-1928,75,
03/29/2019,14,-1909,106,
03/29/2019,15,-1919,163,
03/29/2019,16,-1928,152,
03/29/2019,17,-1922,137,
03/29/2019,18,-1857,15,
03/29/2019,19,-1658,-146,
03/29/2019,20,-1453,-90,
03/29/2019,21,-1530,-154,
03/29/2019,22,-1442,-199,
03/29/2019,23,-1740,-254,
03/29/2019,24,-1751,-349,
03/30/2019,1,-1850,-348,
03/30/2019,2,-1902,-374,
03/30/2019,3,-1857,-430,
03/30/2019,4,-1909,-435,
03/30/2019,5,-1875,-401,
03/30/2019,6,-1794,-376,
03/30/2019,7,-1796,-240,
03/30/2019,8,-1893,-125,
03/30/2019,9,-1941,-27,
03/30/2019,10,-1909,-40,
03/30/2019,11,-1879,-101,
03/30/2019,12,-1648,-165,
03/30/2019,13,-1644,-51,
03/30/2019,14,-1751,-20,
03/30/2019,15,-1756,-112,
03/30/2019,16,-1795,-143,
03/30/2019,17,-1705,-64,
03/30/2019,18,-1845,-111,
03/30/2019,19,-1685,-177,
03/30/2019,20,-1789,-13,
03/30/2019,21,-1813,-48,
03/30/2019,22,-1597,-137,
03/30/2019,23,-1813,-237,
03/30/2019,24,-1798,-316,
03/31/2019,1,-1841,-432,
03/31/2019,2,-1865,-400,
03/31/2019,3,-1841,-393,
03/31/2019,4,-1935,-377,
03/31/2019,5,-1902,-393,
03/31/2019,6,-1734,-356,
03/31/2019,7,-1772,-234,
03/31/2019,8,-1847,-94,
03/31/2019,9,-1699,-91,
03/31/2019,10,-1688,-15,
03/31/2019,11,-1617,43,
03/31/2019,12,-1713,-65,
03/31/2019,13,-1872,-155,
03/31/2019,14,-1731,-187,
03/31/2019,15,-1676,-158,
03/31/2019,16,-1587,-158,
03/31/2019,17,-1594,-171,
03/31/2019,18,-1641,-71,
03/31/2019,19,-1414,-37,
03/31/2019,20,-1696,-21,
03/31/2019,21,-1757,-32,
03/31/2019,22,-1847,-58,
03/31/2019,23,-1711,-180,
03/31/2019,24,-1866,-209,
04/01/2019,1,-1919,-241,
04/01/2019,2,-1950,-233,
04/01/2019,3,-1910,-210,
04/01/2019,4,-1903,-253,
04/01/2019,5,-1825,-131,
04/01/2019,6,-1702,-69,
04/01/2019,7,-1794,8,
04/01/2019,8,-1787,26,
04/01/2019,9,-1887,-12,
04/01/2019,10,-1880,-59,
04/01/2019,11,-1783,-29,
04/01/2019,12,-1745,-27,
04/01/2019,13,-1796,-40,
04/01/2019,14,-1829,-15,
04/01/2019,15,-1814,3,
04/01/2019,16,-1796,-43,
04/01/2019,17,-1694,-68,
04/01/2019,18,-1686,-1,
04/01/2019,19,-1671,31,
04/01/2019,20,-1636,4,
04/01/2019,21,-1469,-21,
04/01/2019,22,-1527,-59,
04/01/2019,23,-1795,-61,
04/01/2019,24,-1835,-61,
04/02/2019,1,-1935,-162,
04/02/2019,2,-1934,-167,
04/02/2019,3,-1904,-280,
04/02/2019,4,-1941,-279,
04/02/2019,5,-1873,-39,
04/02/2019,6,-1862,40,
04/02/2019,7,-1717,105,
04/02/2019,8,-1745,124,
04/02/2019,9,-1818,105,
04/02/2019,10,-1941,145,
04/02/2019,11,-1895,155,
04/02/2019,12,-1906,176,
04/02/2019,13,-1913,108,
04/02/2019,14,-1900,60,
04/02/2019,15,-1895,76,
04/02/2019,16,-1912,135,
04/02/2019,17,-1882,75,
04/02/2019,18,-1788,92,
04/02/2019,19,-1672,-7,
04/02/2019,20,-1682,21,
04/02/2019,21,-1711,24,
04/02/2019,22,-1835,-12,
04/02/2019,23,-1905,-36,
04/02/2019,24,-1941,-119,
04/03/2019,1,-1923,-161,
04/03/2019,2,-1866,-226,
04/03/2019,3,-1897,-207,
04/03/2019,4,-1871,-233,
04/03/2019,5,-1939,-223,
04/03/2019,6,-1837,-148,
04/03/2019,7,-1788,3,
04/03/2019,8,-1904,34,
04/03/2019,9,-1919,71,
04/03/2019,10,-1885,28,
04/03/2019,11,-1921,67,
04/03/2019,12,-1924,83,
04/03/2019,13,-1931,119,
04/03/2019,14,-1899,171,
04/03/2019,15,-1917,114,
04/03/2019,16,-1951,125,
04/03/2019,17,-1951,99,
04/03/2019,18,-1865,88,
04/03/2019,19,-1827,25,
04/03/2019,20,-1897,66,
04/03/2019,21,-1809,52,
04/03/2019,22,-1777,-38,
04/03/2019,23,-1858,-126,
04/03/2019,24,-1876,-237,
04/04/2019,1,-1828,-352,
04/04/2019,2,-1872,-351,
04/04/2019,3,-1878,-354,
04/04/2019,4,-1889,-350,
04/04/2019,5,-1897,-228,
04/04/2019,6,-1845,-126,
04/04/2019,7,-1748,-115,
04/04/2019,8,-1798,-60,
04/04/2019,9,-1832,-63,
04/04/2019,10,-1886,-37,
04/04/2019,11,-1839,-5,
04/04/2019,12,-1753,-26,
04/04/2019,13,-1780,-25,
04/04/2019,14,-1897,5,
04/04/2019,15,-1899,-6,
04/04/2019,16,-1900,8,
04/04/2019,17,-1877,55,
04/04/2019,18,-1853,-10,
04/04/2019,19,-1643,5,
04/04/2019,20,-1613,63,
04/04/2019,21,-1508,72,
04/04/2019,22,-1707,40,
04/04/2019,23,-1770,-81,
04/04/2019,24,-1837,-142,
04/05/2019,1,-1893,-122,
04/05/2019,2,-1885,-116,
04/05/2019,3,-1866,-147,
04/05/2019,4,-1878,-152,
04/05/2019,5,-1849,-123,
04/05/2019,6,-1860,18,
04/05/2019,7,-1668,53,
04/05/2019,8,-1895,74,
04/05/2019,9,-1920,104,
04/05/2019,10,-1938,110,
04/05/2019,11,-1904,117,
04/05/2019,12,-1895,281,
04/05/2019,13,-1868,297,
04/05/2019,14,-1861,235,
04/05/2019,15,-1694,306,
04/05/2019,16,-1942,189,
04/05/2019,17,-1924,310,
04/05/2019,18,-1865,166,
04/05/2019,19,-1842,163,
04/05/2019,20,-1831,159,
04/05/2019,21,-1846,111,
04/05/2019,22,-1919,92,
04/05/2019,23,-1774,5,
04/05/2019,24,-1900,-99,
04/06/2019,1,-1856,-219,
04/06/2019,2,-1896,-257,
04/06/2019,3,-1903,16,
04/06/2019,4,-1848,-3,
04/06/2019,5,-1870,-28,
04/06/2019,6,-1817,-3,
04/06/2019,7,-1777,-104,
04/06/2019,8,-1837,-95,
04/06/2019,9,-1866,-119,
04/06/2019,10,-1897,-200,
04/06/2019,11,-1862,-195,
04/06/2019,12,-1922,-221,
04/06/2019,13,-1938,-206,
04/06/2019,14,-1885,-192,
04/06/2019,15,-1845,-161,
04/06/2019,16,-1934,-176,
04/06/2019,17,-1894,-133,
04/06/2019,18,-1944,-152,
04/06/2019,19,-1785,-137,
04/06/2019,20,-1682,-92,
04/06/2019,21,-1853,-100,
04/06/2019,22,-1790,-162,
04/06/2019,23,-1881,-259,
04/06/2019,24,-1919,-274,
04/07/2019,1,-1866,-308,
04/07/2019,2,-1889,-283,
04/07/2019,3,-1870,-287,
04/07/2019,4,-1859,-228,
04/07/2019,5,-1881,-208,
04/07/2019,6,-1873,-218,
04/07/2019,7,-1912,-182,
04/07/2019,8,-1922,-61,
04/07/2019,9,-1938,-3,
04/07/2019,10,-1950,102,
04/07/2019,11,-1940,103,
04/07/2019,12,-1914,49,
04/07/2019,13,-1851,10,
04/07/2019,14,-1873,104,
04/07/2019,15,-1883,95,
04/07/2019,16,-1944,95,
04/07/2019,17,-1925,-28,
04/07/2019,18,-1837,21,
04/07/2019,19,-1857,43,
04/07/2019,20,-1845,45,
04/07/2019,21,-1911,-28,
04/07/2019,22,-1759,-133,
04/07/2019,23,-1835,-185,
04/07/2019,24,-1858,-10,
04/08/2019,1,-1885,-119,
04/08/2019,2,-1864,-119,
04/08/2019,3,-1883,-147,
04/08/2019,4,-1927,-146,
04/08/2019,5,-1936,-104,
04/08/2019,6,-1840,-15,
04/08/2019,7,-1423,11,
04/08/2019,8,-1486,16,
04/08/2019,9,-1927,61,
04/08/2019,10,-1953,170,
04/08/2019,11,-1771,184,
04/08/2019,12,-1773,135,
04/08/2019,13,-1805,96,
04/08/2019,14,-1850,112,
04/08/2019,15,-1779,135,
04/08/2019,16,-1751,92,
04/08/2019,17,-1593,12,
04/08/2019,18,-1632,73,
04/08/2019,19,-1399,69,
04/08/2019,20,-1574,112,
04/08/2019,21,-1643,186,
04/08/2019,22,-1643,174,
04/08/2019,23,-1709,59,
04/08/2019,24,-1747,-18,
04/09/2019,1,-1755,-63,
04/09/2019,2,-1830,-131,
04/09/2019,3,-1844,-92,
04/09/2019,4,-1848,-83,
04/09/2019,5,-1773,91,
04/09/2019,6,-1803,158,
04/09/2019,7,-1373,149,
04/09/2019,8,-1466,180,
04/09/2019,9,-1792,152,
04/09/2019,10,-1852,148,
04/09/2019,11,-1926,156,
04/09/2019,12,-1910,149,
04/09/2019,13,-1897,186,
04/09/2019,14,-1748,111,
04/09/2019,15,-1896,136,
04/09/2019,16,-1798,4,
04/09/2019,17,-1806,-15,
04/09/2019,18,-1817,-18,
04/09/2019,19,-1697,-13,
04/09/2019,20,-1553,4,
04/09/2019,21,-1493,-15,
04/09/2019,22,-1681,-33,
04/09/2019,23,-1774,-24,
04/09/2019,24,-1853,-26,
04/10/2019,1,-1954,-24,
04/10/2019,2,-1944,-23,
04/10/2019,3,-1913,-31,
04/10/2019,4,-1866,-40,
04/10/2019,5,-1784,-18,
04/10/2019,6,-1753,-13,
04/10/2019,7,-1522,22,
04/10/2019,8,-1649,18,
04/10/2019,9,-1843,3,
04/10/2019,10,-1930,3,
04/10/2019,11,-1925,19,
04/10/2019,12,-1918,-1,
04/10/2019,13,-1926,-4,
04/10/2019,14,-1895,-3,
04/10/2019,15,-1904,-2,
04/10/2019,16,-1892,9,
04/10/2019,17,-1939,-4,
04/10/2019,18,-1542,-22,
04/10/2019,19,-1442,-14,
04/10/2019,20,-1382,-19,
04/10/2019,21,-1370,-28,
04/10/2019,22,-1373,-21,
04/10/2019,23,-1740,-73,
04/10/2019,24,-1806,-38,
04/11/2019,1,-1787,3,
04/11/2019,2,-1829,-7,
04/11/2019,3,-1799,2,
04/11/2019,4,-1654,-5,
04/11/2019,5,-1590,16,
04/11/2019,6,-1617,2,
04/11/2019,7,-1225,6,
04/11/2019,8,-1314,8,
04/11/2019,9,-1293,6,
04/11/2019,10,-1288,8,
04/11/2019,11,-1322,-2,
04/11/2019,12,-1404,-11,
04/11/2019,13,-1461,-10,
04/11/2019,14,-1269,-14,
04/11/2019,15,-1233,-6,
04/11/2019,16,-1228,-16,
04/11/2019,17,-1492,-18,
04/11/2019,18,-1507,-13,
04/11/2019,19,-1470,-3,
04/11/2019,20,-1162,-19,
04/11/2019,21,-1341,-29,
04/11/2019,22,-1456,-22,
04/11/2019,23,-1701,-20,
04/11/2019,24,-1693,-18,
04/12/2019,1,-1767,-27,
04/12/2019,2,-1815,-7,
04/12/2019,3,-1778,-1,
04/12/2019,4,-1784,-17,
04/12/2019,5,-1800,-7,
04/12/2019,6,-1720,-12,
04/12/2019,7,-1578,11,
04/12/2019,8,-1600,2,
04/12/2019,9,-1556,-11,
04/12/2019,10,-1544,7,
04/12/2019,11,-1419,-14,
04/12/2019,12,-1312,8,
04/12/2019,13,-1229,-11,
04/12/2019,14,-1215,-6,
04/12/2019,15,-1458,-4,
04/12/2019,16,-1502,3,
04/12/2019,17,-1587,15,
04/12/2019,18,-1497,3,
04/12/2019,19,-1450,-24,
04/12/2019,20,-1258,1,
04/12/2019,21,-1509,-28,
04/12/2019,22,-1608,-27,
04/12/2019,23,-1744,-58,
04/12/2019,24,-1774,-19,
04/13/2019,1,-1725,-35,
04/13/2019,2,-1814,-26,
04/13/2019,3,-1717,-10,
04/13/2019,4,-1706,-29,
04/13/2019,5,-1750,-26,
04/13/2019,6,-1850,-42,
04/13/2019,7,-1895,23,
04/13/2019,8,-1880,42,
04/13/2019,9,-1810,94,
04/13/2019,10,-1618,91,
04/13/2019,11,-1555,89,
04/13/2019,12,-1532,143,
04/13/2019,13,-1454,150,
04/13/2019,14,-1465,125,
04/13/2019,15,-1465,120,
04/13/2019,16,-1514,103,
04/13/2019,17,-1506,0,
04/13/2019,18,-1437,-24,
04/13/2019,19,-1466,-3,
04/13/2019,20,-1332,-2,
04/13/2019,21,-1366,-14,
04/13/2019,22,-1442,-13,
04/13/2019,23,-1770,-120,
04/13/2019,24,-1825,-156,
04/14/2019,1,-1798,-223,
04/14/2019,2,-1896,-206,
04/14/2019,3,-1961,43,
04/14/2019,4,-1933,120,
04/14/2019,5,-1958,170,
04/14/2019,6,-1885,102,
04/14/2019,7,-1755,119,
04/14/2019,8,-1940,171,
04/14/2019,9,-1941,12,
04/14/2019,10,-1960,39,
04/14/2019,11,-1932,5,
04/14/2019,12,-1931,26,
