date,hour,elec_net_MW
07/23/2021,9,6940
07/23/2021,10,7184
07/23/2021,11,7354
07/23/2021,12,7556
07/23/2021,13,7688
07/23/2021,14,7743
07/23/2021,15,7767
07/23/2021,16,7743
07/23/2021,17,7791
07/23/2021,18,7875
07/23/2021,19,7725
07/23/2021,20,7500
07/23/2021,21,7242
07/23/2021,22,7146
07/23/2021,23,6865
07/23/2021,24,6366
07/24/2021,1,5978
07/24/2021,2,5706
07/24/2021,3,5544
07/24/2021,4,5439
07/24/2021,5,5440
07/24/2021,6,5451
07/24/2021,7,5639
07/24/2021,8,5993
07/24/2021,9,6447
07/24/2021,10,6799
07/24/2021,11,7030
07/24/2021,12,7183
07/24/2021,13,7338
07/24/2021,14,7386
07/24/2021,15,7417
07/24/2021,16,7518
07/24/2021,17,7610
07/24/2021,18,7709
07/24/2021,19,7627
07/24/2021,20,7450
07/24/2021,21,7187
07/24/2021,22,7085
07/24/2021,23,6801
07/24/2021,24,6365
07/25/2021,1,5984
07/25/2021,2,5735
07/25/2021,3,5546
07/25/2021,4,5482
07/25/2021,5,5434
07/25/2021,6,5389
07/25/2021,7,5504
07/25/2021,8,5834
07/25/2021,9,6286
07/25/2021,10,6681
07/25/2021,11,6986
07/25/2021,12,7233
07/25/2021,13,7386
07/25/2021,14,7480
07/25/2021,15,7583
07/25/2021,16,7681
07/25/2021,17,7810
07/25/2021,18,7927
07/25/2021,19,7849
07/25/2021,20,7679
07/25/2021,21,7485
07/25/2021,22,7348
07/25/2021,23,6964
07/25/2021,24,6422
07/26/2021,1,6031
07/26/2021,2,5798
07/26/2021,3,5641
07/26/2021,4,5578
07/26/2021,5,5610
07/26/2021,6,5764
07/26/2021,7,6108
07/26/2021,8,6709
07/26/2021,9,7181
07/26/2021,10,7502
07/26/2021,11,7681
07/26/2021,12,7874
07/26/2021,13,8025
07/26/2021,14,8136
07/26/2021,15,8173
07/26/2021,16,8250
07/26/2021,17,8379
07/26/2021,18,8496
07/26/2021,19,8384
07/26/2021,20,8143
07/26/2021,21,7904
07/26/2021,22,7694
07/26/2021,23,7273
07/26/2021,24,6736
07/27/2021,1,6236
07/27/2021,2,5965
07/27/2021,3,5825
07/27/2021,4,5734
07/27/2021,5,5742
07/27/2021,6,5903
07/27/2021,7,6310
07/27/2021,8,6849
07/27/2021,9,7243
07/27/2021,10,7503
07/27/2021,11,7693
07/27/2021,12,7854
07/27/2021,13,8019
07/27/2021,14,8146
07/27/2021,15,8212
07/27/2021,16,8252
07/27/2021,17,8363
07/27/2021,18,8434
07/27/2021,19,8294
07/27/2021,20,8060
07/27/2021,21,7696
07/27/2021,22,7577
07/27/2021,23,7136
07/27/2021,24,6590
07/28/2021,1,6157
07/28/2021,2,5858
07/28/2021,3,5672
07/28/2021,4,5567
07/28/2021,5,5613
07/28/2021,6,5779
07/28/2021,7,6140
07/28/2021,8,6691
07/28/2021,9,7147
07/28/2021,10,7452
07/28/2021,11,7718
07/28/2021,12,7887
07/28/2021,13,8079
07/28/2021,14,8166
07/28/2021,15,8274
07/28/2021,16,8357
07/28/2021,17,8489
07/28/2021,18,8527
07/28/2021,19,8469
07/28/2021,20,8455
07/28/2021,21,7910
07/28/2021,22,7765
07/28/2021,23,7351
07/28/2021,24,6776
07/29/2021,1,6272
07/29/2021,2,5989
07/29/2021,3,5788
07/29/2021,4,5697
07/29/2021,5,5678
07/29/2021,6,5808
07/29/2021,7,6218
07/29/2021,8,6776
07/29/2021,9,7228
07/29/2021,10,7514
07/29/2021,11,7742
07/29/2021,12,7932
07/29/2021,13,8153
07/29/2021,14,8238
07/29/2021,15,8352
07/29/2021,16,8469
07/29/2021,17,8606
07/29/2021,18,8769
07/29/2021,19,8593
07/29/2021,20,8356
07/29/2021,21,8085
07/29/2021,22,7935
07/29/2021,23,7521
07/29/2021,24,6962
07/30/2021,1,6507
07/30/2021,2,6188
07/30/2021,3,6004
07/30/2021,4,5900
07/30/2021,5,5910
07/30/2021,6,6014
07/30/2021,7,6349
07/30/2021,8,6902
07/30/2021,9,7370
07/30/2021,10,7665
07/30/2021,11,7934
07/30/2021,12,8153
07/30/2021,13,8390
07/30/2021,14,8539
07/30/2021,15,8831
07/30/2021,16,8728
07/30/2021,17,8843
07/30/2021,18,8871
07/30/2021,19,8737
07/30/2021,20,8473
07/30/2021,21,8187
07/30/2021,22,8023
07/30/2021,23,7682
07/30/2021,24,7127
07/31/2021,1,6693
07/31/2021,2,6386
07/31/2021,3,6174
07/31/2021,4,6042
07/31/2021,5,6000
07/31/2021,6,5998
07/31/2021,7,6054
07/31/2021,8,6280
07/31/2021,9,6677
07/31/2021,10,7013
07/31/2021,11,7209
07/31/2021,12,7321
07/31/2021,13,7383
07/31/2021,14,7375
07/31/2021,15,7372
07/31/2021,16,7464
07/31/2021,17,7558
07/31/2021,18,7624
07/31/2021,19,7566
07/31/2021,20,7438
07/31/2021,21,7330
07/31/2021,22,7263
07/31/2021,23,6978
07/31/2021,24,6605
08/01/2021,1,6240
08/01/2021,2,6024
08/01/2021,3,5851
08/01/2021,4,5750
08/01/2021,5,5737
08/01/2021,6,5776
08/01/2021,7,5839
08/01/2021,8,6053
08/01/2021,9,6408
08/01/2021,10,6719
08/01/2021,11,6937
08/01/2021,12,7112
08/01/2021,13,7217
08/01/2021,14,7259
08/01/2021,15,7272
08/01/2021,16,7318
08/01/2021,17,7390
08/01/2021,18,7485
08/01/2021,19,7401
08/01/2021,20,7244
08/01/2021,21,7154
08/01/2021,22,7084
08/01/2021,23,6802
08/01/2021,24,6400
08/02/2021,1,6062
08/02/2021,2,5859
08/02/2021,3,5731
08/02/2021,4,5633
08/02/2021,5,5611
08/02/2021,6,5676
08/02/2021,7,5770
08/02/2021,8,6036
08/02/2021,9,6432
08/02/2021,10,6813
08/02/2021,11,7104
08/02/2021,12,7333
08/02/2021,13,7522
08/02/2021,14,7596
08/02/2021,15,7662
08/02/2021,16,7744
08/02/2021,17,7884
08/02/2021,18,8034
08/02/2021,19,7876
08/02/2021,20,7686
08/02/2021,21,7513
08/02/2021,22,7457
08/02/2021,23,6953
08/02/2021,24,6432
08/03/2021,1,6056
08/03/2021,2,5857
08/03/2021,3,5711
08/03/2021,4,5608
08/03/2021,5,5663
08/03/2021,6,5832
08/03/2021,7,6146
08/03/2021,8,6728
08/03/2021,9,7167
08/03/2021,10,7505
08/03/2021,11,7751
08/03/2021,12,7989
08/03/2021,13,8190
08/03/2021,14,8306
08/03/2021,15,8415
08/03/2021,16,8499
08/03/2021,17,8615
08/03/2021,18,8713
08/03/2021,19,8546
08/03/2021,20,8254
08/03/2021,21,7977
08/03/2021,22,7794
08/03/2021,23,7321
08/03/2021,24,6746
08/04/2021,1,6339
08/04/2021,2,6060
08/04/2021,3,5876
08/04/2021,4,5793
08/04/2021,5,5813
08/04/2021,6,5970
08/04/2021,7,6273
08/04/2021,8,6824
08/04/2021,9,7233
08/04/2021,10,7570
08/04/2021,11,7775
08/04/2021,12,7936
08/04/2021,13,8125
08/04/2021,14,8238
08/04/2021,15,8342
08/04/2021,16,8434
08/04/2021,17,8583
08/04/2021,18,8693
08/04/2021,19,8540
08/04/2021,20,8256
08/04/2021,21,7974
08/04/2021,22,7747
08/04/2021,23,7308
08/04/2021,24,6734
08/05/2021,1,6253
08/05/2021,2,5992
08/05/2021,3,5820
08/05/2021,4,5747
08/05/2021,5,5748
08/05/2021,6,5891
08/05/2021,7,6164
08/05/2021,8,6740
08/05/2021,9,7177
08/05/2021,10,7517
08/05/2021,11,7729
08/05/2021,12,7901
08/05/2021,13,8099
08/05/2021,14,8248
08/05/2021,15,8334
08/05/2021,16,8366
08/05/2021,17,8389
08/05/2021,18,8454
08/05/2021,19,8230
08/05/2021,20,7967
08/05/2021,21,7825
08/05/2021,22,7687
08/05/2021,23,7259
08/05/2021,24,6727
08/06/2021,1,6317
08/06/2021,2,6083
08/06/2021,3,5857
08/06/2021,4,5758
08/06/2021,5,5785
08/06/2021,6,5970
08/06/2021,7,6312
08/06/2021,8,6785
08/06/2021,9,7178
08/06/2021,10,7456
08/06/2021,11,7327
08/06/2021,12,8106
08/06/2021,13,7907
08/06/2021,14,7922
08/06/2021,15,7854
08/06/2021,16,7746
08/06/2021,17,7708
08/06/2021,18,7692
08/06/2021,19,7501
08/06/2021,20,7312
08/06/2021,21,7214
08/06/2021,22,7110
08/06/2021,23,6810
08/06/2021,24,6457
08/07/2021,1,6065
08/07/2021,2,5855
08/07/2021,3,5750
08/07/2021,4,5615
08/07/2021,5,5592
08/07/2021,6,5650
08/07/2021,7,5750
08/07/2021,8,6014
08/07/2021,9,6369
08/07/2021,10,6644
08/07/2021,11,6841
08/07/2021,12,7001
08/07/2021,13,7055
08/07/2021,14,6998
08/07/2021,15,6957
08/07/2021,16,6926
08/07/2021,17,6964
08/07/2021,18,7083
08/07/2021,19,6991
08/07/2021,20,6852
08/07/2021,21,6742
08/07/2021,22,6667
08/07/2021,23,6356
08/07/2021,24,6000
08/08/2021,1,5694
08/08/2021,2,5530
08/08/2021,3,5375
08/08/2021,4,5314
08/08/2021,5,5283
08/08/2021,6,5295
08/08/2021,7,5334
08/08/2021,8,5593
08/08/2021,9,5953
08/08/2021,10,6317
08/08/2021,11,6512
08/08/2021,12,6675
08/08/2021,13,6722
08/08/2021,14,6721
08/08/2021,15,6714
08/08/2021,16,6689
08/08/2021,17,6835
08/08/2021,18,7003
08/08/2021,19,7020
08/08/2021,20,6900
08/08/2021,21,6777
08/08/2021,22,6739
08/08/2021,23,6361
08/08/2021,24,5968
08/09/2021,1,5660
08/09/2021,2,5500
08/09/2021,3,5414
08/09/2021,4,5402
08/09/2021,5,5454
08/09/2021,6,5629
08/09/2021,7,5985
08/09/2021,8,6531
08/09/2021,9,6897
08/09/2021,10,7147
08/09/2021,11,7294
08/09/2021,12,7420
08/09/2021,13,7497
08/09/2021,14,7524
08/09/2021,15,7550
08/09/2021,16,7531
08/09/2021,17,7647
08/09/2021,18,7788
08/09/2021,19,7695
08/09/2021,20,7470
08/09/2021,21,7345
08/09/2021,22,7219
08/09/2021,23,6788
08/09/2021,24,6270
08/10/2021,1,5926
08/10/2021,2,5737
08/10/2021,3,5628
08/10/2021,4,5567
08/10/2021,5,5606
08/10/2021,6,5809
08/10/2021,7,6137
08/10/2021,8,6635
08/10/2021,9,7086
08/10/2021,10,7374
08/10/2021,11,7553
08/10/2021,12,7726
08/10/2021,13,7902
08/10/2021,14,8031
08/10/2021,15,8042
08/10/2021,16,8105
08/10/2021,17,8216
08/10/2021,18,8319
08/10/2021,19,8187
08/10/2021,20,7941
08/10/2021,21,7731
08/10/2021,22,7613
08/10/2021,23,7178
08/10/2021,24,6668
08/11/2021,1,6243
08/11/2021,2,5956
08/11/2021,3,5722
08/11/2021,4,5658
08/11/2021,5,5659
08/11/2021,6,5877
08/11/2021,7,6186
08/11/2021,8,6789
08/11/2021,9,7286
08/11/2021,10,7629
08/11/2021,11,7904
08/11/2021,12,8076
08/11/2021,13,8319
08/11/2021,14,8432
08/11/2021,15,8573
08/11/2021,16,8620
08/11/2021,17,8757
08/11/2021,18,8861
08/11/2021,19,8775
08/11/2021,20,8559
08/11/2021,21,8279
08/11/2021,22,8060
08/11/2021,23,7609
08/11/2021,24,7056
08/12/2021,1,6576
08/12/2021,2,6299
08/12/2021,3,6135
08/12/2021,4,6055
08/12/2021,5,6076
08/12/2021,6,6277
08/12/2021,7,6569
08/12/2021,8,7147
08/12/2021,9,7618
08/12/2021,10,7916
08/12/2021,11,8060
08/12/2021,12,8265
08/12/2021,13,8490
08/12/2021,14,8645
08/12/2021,15,8735
08/12/2021,16,8814
08/12/2021,17,8991
08/12/2021,18,9035
08/12/2021,19,8824
08/12/2021,20,8527
08/12/2021,21,8278
08/12/2021,22,8070
08/12/2021,23,7624
08/12/2021,24,7052
08/13/2021,1,6630
08/13/2021,2,6320
08/13/2021,3,6090
08/13/2021,4,5948
08/13/2021,5,5933
08/13/2021,6,6110
08/13/2021,7,6354
08/13/2021,8,6818
08/13/2021,9,7275
08/13/2021,10,7666
08/13/2021,11,7945
08/13/2021,12,8187
08/13/2021,13,8364
08/13/2021,14,8544
08/13/2021,15,8558
08/13/2021,16,8670
08/13/2021,17,8635
08/13/2021,18,8449
08/13/2021,19,8267
08/13/2021,20,8100
08/13/2021,21,8016
08/13/2021,22,7870
08/13/2021,23,7375
08/13/2021,24,6809
08/14/2021,1,6351
08/14/2021,2,6030
08/14/2021,3,5810
08/14/2021,4,5694
08/14/2021,5,5682
08/14/2021,6,5731
08/14/2021,7,5847
08/14/2021,8,6142
08/14/2021,9,6568
08/14/2021,10,7009
08/14/2021,11,7288
08/14/2021,12,7510
08/14/2021,13,7651
08/14/2021,14,7754
08/14/2021,15,7865
08/14/2021,16,7921
08/14/2021,17,7983
08/14/2021,18,8054
08/14/2021,19,7862
08/14/2021,20,7594
08/14/2021,21,7430
08/14/2021,22,7303
08/14/2021,23,6953
08/14/2021,24,6527
08/15/2021,1,6173
08/15/2021,2,5949
08/15/2021,3,5790
08/15/2021,4,5703
08/15/2021,5,5688
08/15/2021,6,5715
08/15/2021,7,5756
08/15/2021,8,6007
08/15/2021,9,6436
08/15/2021,10,6848
08/15/2021,11,7144
08/15/2021,12,7393
08/15/2021,13,7491
08/15/2021,14,7550
08/15/2021,15,7533
08/15/2021,16,7514
08/15/2021,17,7572
08/15/2021,18,7666
08/15/2021,19,7563
08/15/2021,20,7448
08/15/2021,21,7373
08/15/2021,22,7178
08/15/2021,23,6772
08/15/2021,24,6321
08/16/2021,1,5931
08/16/2021,2,5709
08/16/2021,3,5589
08/16/2021,4,5509
08/16/2021,5,5532
08/16/2021,6,5740
08/16/2021,7,6111
08/16/2021,8,6575
08/16/2021,9,6969
08/16/2021,10,7143
08/16/2021,11,7275
08/16/2021,12,7351
08/16/2021,13,7414
08/16/2021,14,7408
08/16/2021,15,7361
08/16/2021,16,7271
08/16/2021,17,7222
08/16/2021,18,7299
08/16/2021,19,7182
08/16/2021,20,7023
08/16/2021,21,6934
08/16/2021,22,6758
08/16/2021,23,6348
08/16/2021,24,5905
08/17/2021,1,5562
08/17/2021,2,5366
08/17/2021,3,5230
08/17/2021,4,5198
08/17/2021,5,5225
08/17/2021,6,5446
08/17/2021,7,5770
08/17/2021,8,6225
08/17/2021,9,6554
08/17/2021,10,6754
08/17/2021,11,6883
08/17/2021,12,6977
08/17/2021,13,7075
08/17/2021,14,7082
08/17/2021,15,7111
08/17/2021,16,7152
08/17/2021,17,7076
08/17/2021,18,7259
08/17/2021,19,7158
08/17/2021,20,6982
08/17/2021,21,6906
08/17/2021,22,6788
08/17/2021,23,6391
08/17/2021,24,5965
08/18/2021,1,5625
08/18/2021,2,5406
08/18/2021,3,5295
08/18/2021,4,5263
08/18/2021,5,5304
08/18/2021,6,5510
08/18/2021,7,5869
08/18/2021,8,6306
08/18/2021,9,6689
08/18/2021,10,6940
08/18/2021,11,7077
08/18/2021,12,7355
08/18/2021,13,7220
08/18/2021,14,7232
08/18/2021,15,7255
08/18/2021,16,7289
08/18/2021,17,7451
08/18/2021,18,7601
08/18/2021,19,7501
08/18/2021,20,7271
08/18/2021,21,7169
08/18/2021,22,7035
08/18/2021,23,6642
08/18/2021,24,6190
08/19/2021,1,5853
08/19/2021,2,5629
08/19/2021,3,5501
08/19/2021,4,5439
08/19/2021,5,5471
08/19/2021,6,5652
08/19/2021,7,6027
08/19/2021,8,6525
08/19/2021,9,6922
08/19/2021,10,7186
08/19/2021,11,7347
08/19/2021,12,7849
08/19/2021,13,7489
08/19/2021,14,7551
08/19/2021,15,7561
08/19/2021,16,7554
08/19/2021,17,7639
08/19/2021,18,7699
08/19/2021,19,7578
08/19/2021,20,7364
08/19/2021,21,7303
08/19/2021,22,7176
08/19/2021,23,6753
08/19/2021,24,6311
08/20/2021,1,5954
08/20/2021,2,5714
08/20/2021,3,5585
08/20/2021,4,5515
08/20/2021,5,5551
08/20/2021,6,5743
08/20/2021,7,6085
08/20/2021,8,6566
08/20/2021,9,6970
08/20/2021,10,7200
08/20/2021,11,7340
08/20/2021,12,7384
08/20/2021,13,7358
08/20/2021,14,7346
08/20/2021,15,7329
08/20/2021,16,7280
08/20/2021,17,7307
08/20/2021,18,7294
08/20/2021,19,7196
08/20/2021,20,7076
08/20/2021,21,7036
08/20/2021,22,6850
08/20/2021,23,6515
08/20/2021,24,6165
08/21/2021,1,5807
08/21/2021,2,5607
08/21/2021,3,5473
08/21/2021,4,5394
08/21/2021,5,5384
08/21/2021,6,5449
08/21/2021,7,5605
08/21/2021,8,5886
08/21/2021,9,6297
08/21/2021,10,6595
08/21/2021,11,6805
08/21/2021,12,6928
08/21/2021,13,6976
08/21/2021,14,6942
08/21/2021,15,6891
08/21/2021,16,6920
08/21/2021,17,6974
08/21/2021,18,6943
08/21/2021,19,6749
08/21/2021,20,6585
08/21/2021,21,6655
08/21/2021,22,6546
08/21/2021,23,6285
08/21/2021,24,5971
08/22/2021,1,5658
08/22/2021,2,5495
08/22/2021,3,5408
08/22/2021,4,5334
08/22/2021,5,5275
08/22/2021,6,5338
08/22/2021,7,5431
08/22/2021,8,5633
08/22/2021,9,5987
08/22/2021,10,6287
08/22/2021,11,6491
08/22/2021,12,6614
08/22/2021,13,6625
08/22/2021,14,6645
08/22/2021,15,6657
08/22/2021,16,6686
08/22/2021,17,6809
08/22/2021,18,6937
08/22/2021,19,6886
08/22/2021,20,6797
08/22/2021,21,6809
08/22/2021,22,6654
08/22/2021,23,6294
08/22/2021,24,5902
08/23/2021,1,5639
08/23/2021,2,5484
08/23/2021,3,5435
08/23/2021,4,5368
08/23/2021,5,5410
08/23/2021,6,5646
08/23/2021,7,6046
08/23/2021,8,6486
08/23/2021,9,6821
08/23/2021,10,6992
08/23/2021,11,7134
08/23/2021,12,7206
08/23/2021,13,7215
08/23/2021,14,7220
08/23/2021,15,7204
08/23/2021,16,7156
08/23/2021,17,7468
08/23/2021,18,7411
08/23/2021,19,7373
08/23/2021,20,7229
08/23/2021,21,7210
08/23/2021,22,7062
08/23/2021,23,6558
08/23/2021,24,6125
08/24/2021,1,5795
08/24/2021,2,5742
08/24/2021,3,5538
08/24/2021,4,5496
08/24/2021,5,5564
08/24/2021,6,5801
08/24/2021,7,6151
08/24/2021,8,6602
08/24/2021,9,6948
08/24/2021,10,7096
08/24/2021,11,7169
08/24/2021,12,7174
08/24/2021,13,7284
08/24/2021,14,7257
08/24/2021,15,7272
08/24/2021,16,7268
08/24/2021,17,7366
08/24/2021,18,7509
08/24/2021,19,7382
08/24/2021,20,7169
08/24/2021,21,7116
08/24/2021,22,6933
08/24/2021,23,6529
08/24/2021,24,6083
08/25/2021,1,5762
08/25/2021,2,5551
08/25/2021,3,5413
08/25/2021,4,5394
08/25/2021,5,5460
08/25/2021,6,5681
08/25/2021,7,6067
08/25/2021,8,6543
08/25/2021,9,6898
08/25/2021,10,7125
08/25/2021,11,7215
08/25/2021,12,7326
08/25/2021,13,7416
08/25/2021,14,7447
08/25/2021,15,7485
08/25/2021,16,7484
08/25/2021,17,7586
08/25/2021,18,7688
08/25/2021,19,7495
08/25/2021,20,7309
08/25/2021,21,7299
08/25/2021,22,7099
08/25/2021,23,6618
08/25/2021,24,6126
08/26/2021,1,5811
08/26/2021,2,5612
08/26/2021,3,5495
08/26/2021,4,5416
08/26/2021,5,5429
08/26/2021,6,5635
08/26/2021,7,6091
08/26/2021,8,6559
08/26/2021,9,6894
08/26/2021,10,7303
08/26/2021,11,7213
08/26/2021,12,7241
08/26/2021,13,7337
08/26/2021,14,7300
08/26/2021,15,7289
08/26/2021,16,7272
08/26/2021,17,7302
08/26/2021,18,7346
08/26/2021,19,7292
08/26/2021,20,7088
08/26/2021,21,7087
08/26/2021,22,6894
08/26/2021,23,6523
08/26/2021,24,6125
08/27/2021,1,5808
08/27/2021,2,5639
08/27/2021,3,5508
08/27/2021,4,5452
08/27/2021,5,5518
08/27/2021,6,5784
08/27/2021,7,6184
08/27/2021,8,6691
08/27/2021,9,7048
08/27/2021,10,7249
08/27/2021,11,7348
08/27/2021,12,7433
08/27/2021,13,7468
08/27/2021,14,7429
08/27/2021,15,7359
08/27/2021,16,7299
08/27/2021,17,7331
08/27/2021,18,7870
08/27/2021,19,7289
08/27/2021,20,7144
08/27/2021,21,7129
08/27/2021,22,6950
08/27/2021,23,6560
08/27/2021,24,6200
08/28/2021,1,5850
08/28/2021,2,5630
08/28/2021,3,5533
08/28/2021,4,5355
08/28/2021,5,5386
08/28/2021,6,5492
08/28/2021,7,5662
08/28/2021,8,5971
08/28/2021,9,6319
08/28/2021,10,6582
08/28/2021,11,6768
08/28/2021,12,6849
08/28/2021,13,6857
08/28/2021,14,6872
08/28/2021,15,6883
08/28/2021,16,6869
08/28/2021,17,6991
08/28/2021,18,7102
08/28/2021,19,7055
08/28/2021,20,6942
08/28/2021,21,6935
08/28/2021,22,6744
08/28/2021,23,6416
08/28/2021,24,6084
08/29/2021,1,5779
08/29/2021,2,5570
08/29/2021,3,5437
08/29/2021,4,5389
08/29/2021,5,5389
08/29/2021,6,5449
08/29/2021,7,5566
08/29/2021,8,5784
08/29/2021,9,6186
08/29/2021,10,6490
08/29/2021,11,6732
08/29/2021,12,6909
08/29/2021,13,6968
08/29/2021,14,7014
08/29/2021,15,7081
08/29/2021,16,7126
08/29/2021,17,7298
08/29/2021,18,7441
08/29/2021,19,7374
08/29/2021,20,7183
08/29/2021,21,7170
08/29/2021,22,6888
08/29/2021,23,6436
08/29/2021,24,6049
08/30/2021,1,5682
08/30/2021,2,5512
08/30/2021,3,5433
08/30/2021,4,5400
08/30/2021,5,5455
08/30/2021,6,5733
08/30/2021,7,6128
08/30/2021,8,6577
08/30/2021,9,6942
08/30/2021,10,7157
08/30/2021,11,7278
08/30/2021,12,7364
08/30/2021,13,7428
08/30/2021,14,7413
08/30/2021,15,7340
08/30/2021,16,7254
08/30/2021,17,7314
08/30/2021,18,7443
08/30/2021,19,7279
08/30/2021,20,7086
08/30/2021,21,7070
08/30/2021,22,6778
08/30/2021,23,6370
08/30/2021,24,5959
08/31/2021,1,5615
08/31/2021,2,5418
08/31/2021,3,5445
08/31/2021,4,5308
08/31/2021,5,5380
08/31/2021,6,5641
08/31/2021,7,6031
08/31/2021,8,6513
08/31/2021,9,6848
08/31/2021,10,7009
08/31/2021,11,7021
08/31/2021,12,7094
08/31/2021,13,7180
08/31/2021,14,7177
08/31/2021,15,7102
08/31/2021,16,7022
08/31/2021,17,7080
08/31/2021,18,7177
08/31/2021,19,7377
08/31/2021,20,6945
08/31/2021,21,6983
08/31/2021,22,6791
08/31/2021,23,6401
08/31/2021,24,5984
09/01/2021,1,5672
09/01/2021,2,5493
09/01/2021,3,5412
09/01/2021,4,5395
09/01/2021,5,5454
09/01/2021,6,5741
09/01/2021,7,6139
09/01/2021,8,6643
09/01/2021,9,6914
09/01/2021,10,7082
09/01/2021,11,7160
09/01/2021,12,7217
09/01/2021,13,7248
09/01/2021,14,7211
09/01/2021,15,7184
09/01/2021,16,7132
09/01/2021,17,7196
09/01/2021,18,7305
09/01/2021,19,7247
09/01/2021,20,7114
09/01/2021,21,7169
09/01/2021,22,6895
09/01/2021,23,6471
09/01/2021,24,6060
09/02/2021,1,5710
09/02/2021,2,5532
09/02/2021,3,5401
09/02/2021,4,5375
09/02/2021,5,5427
09/02/2021,6,5717
09/02/2021,7,6084
09/02/2021,8,6537
09/02/2021,9,6886
09/02/2021,10,7115
09/02/2021,11,7181
09/02/2021,12,7266
09/02/2021,13,7351
09/02/2021,14,7403
09/02/2021,15,7379
09/02/2021,16,7362
09/02/2021,17,7475
09/02/2021,18,7615
09/02/2021,19,7485
09/02/2021,20,7277
09/02/2021,21,7239
09/02/2021,22,6943
09/02/2021,23,6527
09/02/2021,24,6049
09/03/2021,1,5772
09/03/2021,2,5580
09/03/2021,3,5470
09/03/2021,4,5410
09/03/2021,5,5476
09/03/2021,6,5670
09/03/2021,7,6047
09/03/2021,8,6521
09/03/2021,9,6939
09/03/2021,10,7141
09/03/2021,11,7198
09/03/2021,12,7370
09/03/2021,13,7430
09/03/2021,14,7429
09/03/2021,15,7374
09/03/2021,16,7317
09/03/2021,17,7406
09/03/2021,18,7401
09/03/2021,19,7255
09/03/2021,20,7104
09/03/2021,21,7078
09/03/2021,22,6815
09/03/2021,23,6504
09/03/2021,24,6124
09/04/2021,1,5761
09/04/2021,2,5583
09/04/2021,3,5532
09/04/2021,4,5422
09/04/2021,5,5441
09/04/2021,6,5535
09/04/2021,7,5683
09/04/2021,8,5935
09/04/2021,9,6329
09/04/2021,10,6587
09/04/2021,11,6859
09/04/2021,12,6928
09/04/2021,13,6880
09/04/2021,14,6874
09/04/2021,15,6829
09/04/2021,16,6815
09/04/2021,17,6876
09/04/2021,18,6971
09/04/2021,19,6908
09/04/2021,20,6804
09/04/2021,21,6760
09/04/2021,22,6554
09/04/2021,23,6238
09/04/2021,24,5928
09/05/2021,1,5642
09/05/2021,2,5480
09/05/2021,3,5433
09/05/2021,4,5343
09/05/2021,5,5291
09/05/2021,6,5337
09/05/2021,7,5508
09/05/2021,8,5767
09/05/2021,9,6149
09/05/2021,10,6486
09/05/2021,11,6647
09/05/2021,12,6739
09/05/2021,13,6760
09/05/2021,14,6728
09/05/2021,15,6695
09/05/2021,16,6704
09/05/2021,17,6789
09/05/2021,18,6866
09/05/2021,19,6860
09/05/2021,20,6823
09/05/2021,21,6854
09/05/2021,22,6617
09/05/2021,23,6258
09/05/2021,24,5909
09/06/2021,1,5614
09/06/2021,2,5461
09/06/2021,3,5386
09/06/2021,4,5325
09/06/2021,5,5347
09/06/2021,6,5427
09/06/2021,7,5562
09/06/2021,8,5824
09/06/2021,9,6180
09/06/2021,10,6508
09/06/2021,11,6738
09/06/2021,12,6899
09/06/2021,13,6946
09/06/2021,14,6746
09/06/2021,15,6735
09/06/2021,16,6759
09/06/2021,17,6916
09/06/2021,18,7052
09/06/2021,19,7051
09/06/2021,20,6919
09/06/2021,21,6965
09/06/2021,22,6827
09/06/2021,23,6398
09/06/2021,24,5992
09/07/2021,1,5668
09/07/2021,2,5530
09/07/2021,3,5449
09/07/2021,4,5446
09/07/2021,5,5465
09/07/2021,6,5732
09/07/2021,7,6152
09/07/2021,8,6672
09/07/2021,9,7006
09/07/2021,10,7178
09/07/2021,11,7283
09/07/2021,12,7389
09/07/2021,13,7491
09/07/2021,14,7538
09/07/2021,15,7565
09/07/2021,16,7657
09/07/2021,17,7787
09/07/2021,18,7891
09/07/2021,19,7717
09/07/2021,20,7544
09/07/2021,21,7575
09/07/2021,22,7209
09/07/2021,23,6712
09/07/2021,24,6269
09/08/2021,1,5915
09/08/2021,2,5721
09/08/2021,3,5595
09/08/2021,4,5403
09/08/2021,5,5471
09/08/2021,6,5706
09/08/2021,7,6158
09/08/2021,8,6690
09/08/2021,9,6938
09/08/2021,10,7120
09/08/2021,11,7199
09/08/2021,12,7190
09/08/2021,13,7280
09/08/2021,14,7321
09/08/2021,15,7330
09/08/2021,16,7361
09/08/2021,17,7524
09/08/2021,18,7681
09/08/2021,19,7584
09/08/2021,20,7506
09/08/2021,21,7461
09/08/2021,22,7079
09/08/2021,23,6636
09/08/2021,24,6206
09/09/2021,1,5871
09/09/2021,2,5693
09/09/2021,3,5568
09/09/2021,4,5469
09/09/2021,5,5469
09/09/2021,6,5706
09/09/2021,7,6183
09/09/2021,8,6671
09/09/2021,9,6935
09/09/2021,10,7163
09/09/2021,11,7284
09/09/2021,12,7419
09/09/2021,13,7525
09/09/2021,14,7611
09/09/2021,15,7649
09/09/2021,16,7682
09/09/2021,17,7762
09/09/2021,18,7854
09/09/2021,19,7679
09/09/2021,20,7618
09/09/2021,21,7610
