Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
09/17/2025,20,235,125,110,0
09/17/2025,21,225,125,100,0
09/17/2025,22,225,125,100,0
09/17/2025,23,411,235,176,0
09/17/2025,24,474,235,239,0
09/18/2025,01,445,235,210,0
09/18/2025,02,411,235,176,0
09/18/2025,03,411,235,176,0
09/18/2025,04,432,235,197,0
09/18/2025,05,432,235,197,0
09/18/2025,06,469,235,234,0
09/18/2025,07,482,235,247,0
09/18/2025,08,321,235,86,0
09/18/2025,09,321,235,86,0
09/18/2025,10,319,235,84,0
09/18/2025,11,259,175,84,0
09/18/2025,12,207,125,82,0
09/18/2025,13,269,187,82,0
09/18/2025,14,244,162,82,0
09/18/2025,15,243,162,81,0
09/18/2025,16,130,125,5,0
09/18/2025,17,-76,0,-76,0
09/18/2025,18,-133,0,-133,0
09/18/2025,19,-63,0,-63,0
09/18/2025,20,-33,0,-33,0
09/18/2025,21,-59,-59,0,0
09/18/2025,22,-67,-148,81,0
09/18/2025,23,446,362,84,0
09/18/2025,24,587,487,100,0
09/19/2025,01,662,562,100,0
09/19/2025,02,664,562,102,0
09/19/2025,03,627,525,102,0
09/19/2025,04,275,225,50,0
09/19/2025,05,225,175,50,0
09/19/2025,06,212,162,50,0
09/19/2025,07,75,25,50,0
09/19/2025,08,0,0,0,0
09/19/2025,09,0,0,0,0
09/19/2025,10,0,0,0,0
09/19/2025,11,0,0,0,0
09/19/2025,12,0,0,0,0
09/19/2025,13,0,0,0,0
09/19/2025,14,0,0,0,0
09/19/2025,15,0,0,0,0
09/19/2025,16,0,0,0,0
09/19/2025,17,0,0,0,0
09/19/2025,18,0,0,0,0
09/19/2025,19,0,0,0,0
09/19/2025,20,0,0,0,0
09/19/2025,21,0,0,0,0
09/19/2025,22,0,0,0,0
09/19/2025,23,0,0,0,0
09/19/2025,24,0,0,0,0
09/20/2025,01,0,0,0,0
09/20/2025,02,0,0,0,0
09/20/2025,03,0,0,0,0
09/20/2025,04,0,0,0,0
09/20/2025,05,0,0,0,0
09/20/2025,06,0,0,0,0
09/20/2025,07,0,0,0,0
09/20/2025,08,0,0,0,0
09/20/2025,09,0,0,0,0
09/20/2025,10,0,0,0,0
09/20/2025,11,0,0,0,0
09/20/2025,12,0,0,0,0
09/20/2025,13,0,0,0,0
09/20/2025,14,0,0,0,0
09/20/2025,15,0,0,0,0
09/20/2025,16,0,0,0,0
09/20/2025,17,0,0,0,0
09/20/2025,18,0,0,0,0
09/20/2025,19,0,0,0,0
09/20/2025,20,0,0,0,0
09/20/2025,21,0,0,0,0
09/20/2025,22,0,0,0,0
09/20/2025,23,0,0,0,0
09/20/2025,24,0,0,0,0
09/21/2025,01,0,0,0,0
09/21/2025,02,0,0,0,0
09/21/2025,03,0,0,0,0
09/21/2025,04,0,0,0,0
09/21/2025,05,0,0,0,0
09/21/2025,06,0,0,0,0
09/21/2025,07,0,0,0,0
09/21/2025,08,0,0,0,0
09/21/2025,09,0,0,0,0
09/21/2025,10,0,0,0,0
09/21/2025,11,0,0,0,0
09/21/2025,12,0,0,0,0
09/21/2025,13,0,0,0,0
09/21/2025,14,0,0,0,0
09/21/2025,15,0,0,0,0
09/21/2025,16,0,0,0,0
09/21/2025,17,0,0,0,0
09/21/2025,18,0,0,0,0
09/21/2025,19,0,0,0,0
09/21/2025,20,0,0,0,0
09/21/2025,21,0,0,0,0
09/21/2025,22,0,0,0,0
09/21/2025,23,0,0,0,0
09/21/2025,24,0,0,0,0
09/22/2025,01,0,0,0,0
09/22/2025,02,0,0,0,0
09/22/2025,03,0,0,0,0
09/22/2025,04,0,0,0,0
09/22/2025,05,0,0,0,0
09/22/2025,06,0,0,0,0
09/22/2025,07,0,0,0,0
09/22/2025,08,0,0,0,0
09/22/2025,09,0,0,0,0
09/22/2025,10,0,0,0,0
09/22/2025,11,0,0,0,0
09/22/2025,12,0,0,0,0
09/22/2025,13,0,0,0,0
09/22/2025,14,0,0,0,0
09/22/2025,15,0,0,0,0
09/22/2025,16,0,0,0,0
09/22/2025,17,0,0,0,0
09/22/2025,18,0,0,0,0
09/22/2025,19,0,0,0,0
09/22/2025,20,0,0,0,0
09/22/2025,21,0,0,0,0
09/22/2025,22,0,0,0,0
09/22/2025,23,0,0,0,0
09/22/2025,24,0,0,0,0
09/23/2025,01,0,0,0,0
09/23/2025,02,0,0,0,0
09/23/2025,03,0,0,0,0
09/23/2025,04,0,0,0,0
09/23/2025,05,0,0,0,0
09/23/2025,06,0,0,0,0
09/23/2025,07,0,0,0,0
09/23/2025,08,0,0,0,0
09/23/2025,09,0,0,0,0
09/23/2025,10,0,0,0,0
09/23/2025,11,0,0,0,0
09/23/2025,12,0,0,0,0
09/23/2025,13,0,0,0,0
09/23/2025,14,0,0,0,0
09/23/2025,15,0,0,0,0
09/23/2025,16,0,0,0,0
09/23/2025,17,0,0,0,0
09/23/2025,18,0,0,0,0
09/23/2025,19,0,0,0,0
09/23/2025,20,0,0,0,0
09/23/2025,21,0,0,0,0
09/23/2025,22,0,0,0,0
09/23/2025,23,0,0,0,0
09/23/2025,24,0,0,0,0
09/24/2025,01,0,0,0,0
09/24/2025,02,0,0,0,0
09/24/2025,03,0,0,0,0
09/24/2025,04,0,0,0,0
09/24/2025,05,0,0,0,0
09/24/2025,06,0,0,0,0
09/24/2025,07,0,0,0,0
09/24/2025,08,0,0,0,0
09/24/2025,09,0,0,0,0
09/24/2025,10,0,0,0,0
09/24/2025,11,0,0,0,0
09/24/2025,12,0,0,0,0
09/24/2025,13,0,0,0,0
09/24/2025,14,0,0,0,0
09/24/2025,15,0,0,0,0
09/24/2025,16,0,0,0,0
09/24/2025,17,0,0,0,0
09/24/2025,18,0,0,0,0
09/24/2025,19,0,0,0,0
09/24/2025,20,0,0,0,0
09/24/2025,21,0,0,0,0
09/24/2025,22,0,0,0,0
09/24/2025,23,0,0,0,0
09/24/2025,24,0,0,0,0
09/25/2025,01,0,0,0,0
09/25/2025,02,0,0,0,0
09/25/2025,03,0,0,0,0
09/25/2025,04,0,0,0,0
09/25/2025,05,0,0,0,0
09/25/2025,06,0,0,0,0
09/25/2025,07,0,0,0,0
09/25/2025,08,0,0,0,0
09/25/2025,09,0,0,0,0
09/25/2025,10,0,0,0,0
09/25/2025,11,0,0,0,0
09/25/2025,12,0,0,0,0
09/25/2025,13,0,0,0,0
09/25/2025,14,0,0,0,0
09/25/2025,15,0,0,0,0
09/25/2025,16,0,0,0,0
09/25/2025,17,0,0,0,0
09/25/2025,18,0,0,0,0
09/25/2025,19,0,0,0,0
09/25/2025,20,0,0,0,0
09/25/2025,21,0,0,0,0
09/25/2025,22,0,0,0,0
09/25/2025,23,0,0,0,0
09/25/2025,24,0,0,0,0
09/26/2025,01,0,0,0,0
09/26/2025,02,0,0,0,0
09/26/2025,03,0,0,0,0
09/26/2025,04,0,0,0,0
09/26/2025,05,0,0,0,0
09/26/2025,06,0,0,0,0
09/26/2025,07,0,0,0,0
09/26/2025,08,0,0,0,0
09/26/2025,09,0,0,0,0
09/26/2025,10,0,0,0,0
09/26/2025,11,0,0,0,0
09/26/2025,12,0,0,0,0
09/26/2025,13,0,0,0,0
09/26/2025,14,0,0,0,0
09/26/2025,15,0,0,0,0
09/26/2025,16,0,0,0,0
09/26/2025,17,0,0,0,0
09/26/2025,18,0,0,0,0
09/26/2025,19,0,0,0,0
09/26/2025,20,0,0,0,0
09/26/2025,21,0,0,0,0
09/26/2025,22,0,0,0,0
09/26/2025,23,0,0,0,0
09/26/2025,24,0,0,0,0
09/27/2025,01,0,0,0,0
09/27/2025,02,0,0,0,0
09/27/2025,03,0,0,0,0
09/27/2025,04,0,0,0,0
09/27/2025,05,0,0,0,0
09/27/2025,06,0,0,0,0
09/27/2025,07,0,0,0,0
09/27/2025,08,0,0,0,0
09/27/2025,09,0,0,0,0
09/27/2025,10,0,0,0,0
09/27/2025,11,0,0,0,0
09/27/2025,12,0,0,0,0
09/27/2025,13,0,0,0,0
09/27/2025,14,0,0,0,0
09/27/2025,15,0,0,0,0
09/27/2025,16,0,0,0,0
09/27/2025,17,0,0,0,0
09/27/2025,18,0,0,0,0
09/27/2025,19,0,0,0,0
09/27/2025,20,0,0,0,0
09/27/2025,21,0,0,0,0
09/27/2025,22,0,0,0,0
09/27/2025,23,0,0,0,0
09/27/2025,24,0,0,0,0
09/28/2025,01,0,0,0,0
09/28/2025,02,0,0,0,0
09/28/2025,03,0,0,0,0
09/28/2025,04,0,0,0,0
09/28/2025,05,0,0,0,0
09/28/2025,06,0,0,0,0
09/28/2025,07,0,0,0,0
09/28/2025,08,0,0,0,0
09/28/2025,09,0,0,0,0
09/28/2025,10,0,0,0,0
09/28/2025,11,0,0,0,0
09/28/2025,12,0,0,0,0
09/28/2025,13,0,0,0,0
09/28/2025,14,0,0,0,0
09/28/2025,15,0,0,0,0
09/28/2025,16,0,0,0,0
09/28/2025,17,0,0,0,0
09/28/2025,18,0,0,0,0
09/28/2025,19,0,0,0,0
09/28/2025,20,0,0,0,0
09/28/2025,21,187,187,0,0
09/28/2025,22,512,512,0,0
09/28/2025,23,787,787,0,0
09/28/2025,24,935,935,0,0
09/29/2025,01,935,935,0,0
09/29/2025,02,935,935,0,0
09/29/2025,03,934,886,48,0
09/29/2025,04,935,886,49,0
09/29/2025,05,935,886,49,0
09/29/2025,06,935,886,49,0
09/29/2025,07,935,886,49,0
09/29/2025,08,935,808,127,0
09/29/2025,09,935,889,46,0
09/29/2025,10,935,935,0,0
09/29/2025,11,935,884,51,0
09/29/2025,12,935,885,50,0
09/29/2025,13,935,871,64,0
09/29/2025,14,935,871,64,0
09/29/2025,15,935,871,64,0
09/29/2025,16,934,909,25,0
09/29/2025,17,708,662,46,0
09/29/2025,18,662,612,50,0
09/29/2025,19,412,362,50,0
09/29/2025,20,812,762,50,0
09/29/2025,21,935,888,47,0
09/29/2025,22,935,888,47,0
09/29/2025,23,935,888,47,0
09/29/2025,24,935,935,0,0
09/30/2025,01,935,935,0,0
09/30/2025,02,935,888,47,0
09/30/2025,03,625,575,50,0
09/30/2025,04,525,475,50,0
09/30/2025,05,425,375,50,0
09/30/2025,06,150,100,50,0
09/30/2025,07,75,25,50,0
09/30/2025,08,-234,-125,-109,0
09/30/2025,09,-50,-50,0,0
09/30/2025,10,-75,-25,-50,0
09/30/2025,11,-50,25,-75,0
09/30/2025,12,25,25,0,0
09/30/2025,13,25,25,0,0
09/30/2025,14,75,75,0,0
09/30/2025,15,25,25,0,0
09/30/2025,16,125,125,0,0
09/30/2025,17,125,125,0,0
09/30/2025,18,125,125,0,0
09/30/2025,19,532,532,0,0
09/30/2025,20,432,432,0,0
09/30/2025,21,532,532,0,0
09/30/2025,22,816,816,0,0
09/30/2025,23,791,791,0,0
09/30/2025,24,935,888,47,0
10/01/2025,01,893,843,50,0
10/01/2025,02,935,848,87,0
10/01/2025,03,935,848,87,0
10/01/2025,04,935,848,87,0
10/01/2025,05,935,848,87,0
10/01/2025,06,935,847,88,0
10/01/2025,07,935,847,88,0
10/01/2025,08,935,879,56,0
10/01/2025,09,935,879,56,0
10/01/2025,10,935,879,56,0
10/01/2025,11,935,879,56,0
10/01/2025,12,935,879,56,0
10/01/2025,13,920,815,105,0
10/01/2025,14,935,815,120,0
10/01/2025,15,935,815,120,0
10/01/2025,16,935,819,116,0
10/01/2025,17,935,819,116,0
10/01/2025,18,522,462,60,0
10/01/2025,19,542,482,60,0
10/01/2025,20,517,457,60,0
10/01/2025,21,542,482,60,0
10/01/2025,22,542,482,60,0
10/01/2025,23,530,470,60,0
10/01/2025,24,762,662,100,0
10/02/2025,01,935,846,89,0
10/02/2025,02,935,888,47,0
10/02/2025,03,935,888,47,0
10/02/2025,04,935,888,47,0
10/02/2025,05,935,888,47,0
10/02/2025,06,850,800,50,0
10/02/2025,07,350,300,50,0
10/02/2025,08,150,100,50,0
10/02/2025,09,150,100,50,0
10/02/2025,10,150,100,50,0
10/02/2025,11,293,243,50,0
10/02/2025,12,433,383,50,0
10/02/2025,13,562,512,50,0
10/02/2025,14,562,512,50,0
10/02/2025,15,262,212,50,0
10/02/2025,16,262,212,50,0
10/02/2025,17,100,50,50,0
10/02/2025,18,-274,-274,0,0
10/02/2025,19,-503,-473,-30,0
10/02/2025,20,-480,-452,-28,0
10/02/2025,21,-416,-337,-79,0
10/02/2025,22,-425,-250,-175,0
10/02/2025,23,0,0,0,0
10/02/2025,24,200,150,50,0
10/03/2025,01,300,250,50,0
10/03/2025,02,322,272,50,0
10/03/2025,03,242,192,50,0
10/03/2025,04,247,197,50,0
10/03/2025,05,237,187,50,0
10/03/2025,06,100,50,50,0
10/03/2025,07,50,0,50,0
10/03/2025,08,-100,-100,0,0
10/03/2025,09,-50,-50,0,0
10/03/2025,10,0,0,0,0
10/03/2025,11,0,0,0,0
10/03/2025,12,0,0,0,0
10/03/2025,13,0,0,0,0
10/03/2025,14,0,0,0,0
10/03/2025,15,25,25,0,0
10/03/2025,16,25,25,0,0
10/03/2025,17,25,25,0,0
10/03/2025,18,-50,-50,0,0
10/03/2025,19,-150,-150,0,0
10/03/2025,20,0,0,0,0
10/03/2025,21,0,0,0,0
10/03/2025,22,0,0,0,0
10/03/2025,23,100,100,0,0
10/03/2025,24,550,500,50,0
10/04/2025,01,650,600,50,0
10/04/2025,02,878,800,78,0
10/04/2025,03,828,750,78,0
10/04/2025,04,778,700,78,0
10/04/2025,05,578,500,78,0
10/04/2025,06,627,550,77,0
10/04/2025,07,377,300,77,0
10/04/2025,08,101,100,1,0
10/04/2025,09,51,50,1,0
10/04/2025,10,1,0,1,0
10/04/2025,11,63,62,1,0
10/04/2025,12,8,37,-29,0
10/04/2025,13,-67,-38,-29,0
10/04/2025,14,-104,-75,-29,0
10/04/2025,15,-88,-50,-38,0
10/04/2025,16,38,37,1,0
10/04/2025,17,38,37,1,0
10/04/2025,18,38,37,1,0
10/04/2025,19,38,37,1,0
10/04/2025,20,261,260,1,0
10/04/2025,21,761,760,1,0
10/04/2025,22,811,810,1,0
10/04/2025,23,911,910,1,0
10/04/2025,24,935,865,70,0
10/05/2025,01,935,865,70,0
10/05/2025,02,935,910,25,0
10/05/2025,03,935,910,25,0
10/05/2025,04,935,910,25,0
10/05/2025,05,935,910,25,0
10/05/2025,06,935,910,25,0
10/05/2025,07,563,537,26,0
10/05/2025,08,175,150,25,0
10/05/2025,09,125,100,25,0
10/05/2025,10,125,100,25,0
10/05/2025,11,125,100,25,0
10/05/2025,12,75,50,25,0
10/05/2025,13,125,100,25,0
10/05/2025,14,125,100,25,0
10/05/2025,15,125,100,25,0
10/05/2025,16,125,100,25,0
10/05/2025,17,-21,0,-21,0
10/05/2025,18,-509,-428,-81,0
10/05/2025,19,-509,-426,-83,0
10/05/2025,20,-346,-205,-141,0
10/05/2025,21,-188,-165,-23,0
10/05/2025,22,24,0,24,0
10/05/2025,23,324,300,24,0
10/05/2025,24,687,662,25,0
10/06/2025,01,935,911,24,0
10/06/2025,02,935,822,113,0
10/06/2025,03,935,822,113,0
10/06/2025,04,935,822,113,0
10/06/2025,05,935,822,113,0
10/06/2025,06,792,662,130,0
10/06/2025,07,287,262,25,0
10/06/2025,08,0,0,0,0
10/06/2025,09,0,0,0,0
10/06/2025,10,-47,0,-47,0
10/06/2025,11,-47,0,-47,0
10/06/2025,12,-97,-50,-47,0
10/06/2025,13,3,50,-47,0
10/06/2025,14,3,50,-47,0
10/06/2025,15,-47,0,-47,0
10/06/2025,16,-47,0,-47,0
10/06/2025,17,-211,-164,-47,0
10/06/2025,18,-435,-173,-262,0
10/06/2025,19,-432,-311,-121,0
10/06/2025,20,-432,-311,-121,0
10/06/2025,21,-432,-311,-121,0
10/06/2025,22,-428,-308,-120,0
10/06/2025,23,-428,-428,0,0
10/06/2025,24,420,312,108,0
10/07/2025,01,543,435,108,0
10/07/2025,02,557,435,122,0
10/07/2025,03,556,435,121,0
10/07/2025,04,557,435,122,0
10/07/2025,05,561,435,126,0
10/07/2025,06,569,435,134,0
10/07/2025,07,589,435,154,0
10/07/2025,08,573,435,138,0
10/07/2025,09,573,435,138,0
10/07/2025,10,573,435,138,0
10/07/2025,11,573,435,138,0
10/07/2025,12,598,435,163,0
10/07/2025,13,608,435,173,0
10/07/2025,14,608,435,173,0
10/07/2025,15,608,435,173,0
10/07/2025,16,606,435,171,0
10/07/2025,17,594,435,159,0
10/07/2025,18,573,435,138,0
10/07/2025,19,573,435,138,0
10/07/2025,20,573,435,138,0
10/07/2025,21,554,435,119,0
10/07/2025,22,554,435,119,0
10/07/2025,23,605,435,170,0
10/07/2025,24,574,435,139,0
10/08/2025,01,607,435,172,0
10/08/2025,02,597,435,162,0
10/08/2025,03,587,435,152,0
10/08/2025,04,597,435,162,0
10/08/2025,05,587,435,152,0
10/08/2025,06,587,435,152,0
10/08/2025,07,535,435,100,0
10/08/2025,08,511,435,76,0
10/08/2025,09,511,435,76,0
10/08/2025,10,511,435,76,0
10/08/2025,11,435,435,0,0
10/08/2025,12,435,435,0,0
10/08/2025,13,150,150,0,0
10/08/2025,14,0,0,0,0
10/08/2025,15,0,0,0,0
10/08/2025,16,-140,-100,-40,0
10/08/2025,17,-329,-240,-89,0
10/08/2025,18,-505,-363,-142,0
10/08/2025,19,-426,-314,-112,0
10/08/2025,20,-414,-335,-79,0
10/08/2025,21,-426,-393,-33,0
10/08/2025,22,-50,-50,0,0
10/08/2025,23,0,0,0,0
10/08/2025,24,186,162,24,0
10/09/2025,01,386,362,24,0
10/09/2025,02,262,262,0,0
10/09/2025,03,312,312,0,0
10/09/2025,04,50,50,0,0
10/09/2025,05,0,0,0,0
10/09/2025,06,-100,-100,0,0
10/09/2025,07,-410,-313,-97,0
10/09/2025,08,-396,-307,-89,0
10/09/2025,09,-401,-310,-91,0
10/09/2025,10,-401,-401,0,0
10/09/2025,11,-190,-80,-110,0
10/09/2025,12,-150,-80,-70,0
10/09/2025,13,0,0,0,0
10/09/2025,14,50,50,0,0
10/09/2025,15,50,50,0,0
10/09/2025,16,0,0,0,0
10/09/2025,17,-50,-50,0,0
10/09/2025,18,-456,-381,-75,0
10/09/2025,19,-460,-364,-96,0
10/09/2025,20,-420,-307,-113,0
10/09/2025,21,-300,-50,-250,0
10/09/2025,22,0,0,0,0
10/09/2025,23,262,262,0,0
10/09/2025,24,486,435,51,0
10/10/2025,01,482,435,47,0
10/10/2025,02,553,435,118,0
10/10/2025,03,636,435,201,0
10/10/2025,04,638,435,203,0
10/10/2025,05,641,435,206,0
10/10/2025,06,590,435,155,0
10/10/2025,07,442,400,42,0
10/10/2025,08,192,150,42,0
10/10/2025,09,242,200,42,0
10/10/2025,10,392,350,42,0
10/10/2025,11,553,435,118,0
10/10/2025,12,553,435,118,0
10/10/2025,13,553,435,118,0
10/10/2025,14,553,435,118,0
10/10/2025,15,568,435,133,0
10/10/2025,16,568,435,133,0
10/10/2025,17,568,435,133,0
10/10/2025,18,559,350,209,0
10/10/2025,19,560,350,210,0
10/10/2025,20,335,200,135,0
10/10/2025,21,304,262,42,0
10/10/2025,22,621,412,209,0
10/10/2025,23,871,662,209,0
10/10/2025,24,842,800,42,0
10/11/2025,01,935,805,130,0
10/11/2025,02,935,787,148,0
10/11/2025,03,935,770,165,0
10/11/2025,04,935,805,130,0
10/11/2025,05,935,804,131,0
10/11/2025,06,935,801,134,0
10/11/2025,07,935,797,138,0
10/11/2025,08,935,788,147,0
10/11/2025,09,935,785,150,0
10/11/2025,10,935,826,109,0
10/11/2025,11,935,895,40,0
10/11/2025,12,935,895,40,0
10/11/2025,13,935,895,40,0
10/11/2025,14,935,895,40,0
10/11/2025,15,935,895,40,0
10/11/2025,16,935,895,40,0
10/11/2025,17,935,895,40,0
10/11/2025,18,935,895,40,0
10/11/2025,19,935,784,151,0
10/11/2025,20,935,784,151,0
10/11/2025,21,904,784,120,0
10/11/2025,22,935,787,148,0
10/11/2025,23,935,792,143,0
10/11/2025,24,935,797,138,0
10/12/2025,01,935,801,134,0
10/12/2025,02,935,852,83,0
10/12/2025,03,935,852,83,0
10/12/2025,04,935,852,83,0
10/12/2025,05,935,852,83,0
10/12/2025,06,935,852,83,0
10/12/2025,07,935,852,83,0
10/12/2025,08,935,852,83,0
10/12/2025,09,935,852,83,0
10/12/2025,10,935,852,83,0
10/12/2025,11,935,852,83,0
10/12/2025,12,935,852,83,0
10/12/2025,13,935,852,83,0
10/12/2025,14,935,852,83,0
10/12/2025,15,654,562,92,0
10/12/2025,16,452,362,90,0
10/12/2025,17,302,212,90,0
10/12/2025,18,252,162,90,0
10/12/2025,19,152,62,90,0
10/12/2025,20,75,0,75,0
10/12/2025,21,50,-25,75,0
10/12/2025,22,50,-25,75,0
10/12/2025,23,212,162,50,0
10/12/2025,24,312,262,50,0
10/13/2025,01,277,187,90,0
10/13/2025,02,142,100,42,0
10/13/2025,03,142,100,42,0
10/13/2025,04,42,0,42,0
10/13/2025,05,17,-25,42,0
10/13/2025,06,-108,-150,42,0
10/13/2025,07,-470,-434,-36,0
10/13/2025,08,-488,-434,-54,0
10/13/2025,09,-286,-200,-86,0
10/13/2025,10,-100,-100,0,0
10/13/2025,11,-75,-75,0,0
10/13/2025,12,-75,-75,0,0
10/13/2025,13,-13,-13,0,0
10/13/2025,14,87,87,0,0
10/13/2025,15,162,162,0,0
10/13/2025,16,62,62,0,0
10/13/2025,17,-168,-168,0,0
10/13/2025,18,-521,-424,-97,0
10/13/2025,19,-497,-358,-139,0
10/13/2025,20,-497,-358,-139,0
10/13/2025,21,-497,-358,-139,0
10/13/2025,22,-200,-200,0,0
10/13/2025,23,271,271,0,0
10/13/2025,24,219,177,42,0
10/14/2025,01,204,162,42,0
10/14/2025,02,559,512,47,0
10/14/2025,03,759,712,47,0
10/14/2025,04,935,891,44,0
10/14/2025,05,935,891,44,0
10/14/2025,06,935,891,44,0
10/14/2025,07,552,505,47,0
10/14/2025,08,100,100,0,0
10/14/2025,09,0,0,0,0
10/14/2025,10,174,174,0,0
10/14/2025,11,214,214,0,0
10/14/2025,12,162,162,0,0
10/14/2025,13,162,162,0,0
10/14/2025,14,100,100,0,0
10/14/2025,15,100,100,0,0
10/14/2025,16,100,100,0,0
10/14/2025,17,50,50,0,0
10/14/2025,18,-175,-175,0,0
10/14/2025,19,-250,-250,0,0
10/14/2025,20,-300,-300,0,0
10/14/2025,21,-100,-100,0,0
10/14/2025,22,0,0,0,0
10/14/2025,23,112,112,0,0
10/14/2025,24,659,612,47,0
10/15/2025,01,659,612,47,0
10/15/2025,02,500,462,38,0
10/15/2025,03,600,562,38,0
10/15/2025,04,700,662,38,0
10/15/2025,05,700,662,38,0
10/15/2025,06,800,762,38,0
10/15/2025,07,536,498,38,0
10/15/2025,08,335,335,0,0
10/15/2025,09,494,494,0,0
10/15/2025,10,650,650,0,0
10/15/2025,11,750,750,0,0
10/15/2025,12,712,712,0,0
10/15/2025,13,612,612,0,0
10/15/2025,14,660,612,48,0
10/15/2025,15,612,612,0,0
10/15/2025,16,662,662,0,0
10/15/2025,17,100,100,0,0
10/15/2025,18,-150,-150,0,0
10/15/2025,19,-280,-280,0,0
10/15/2025,20,-200,-200,0,0
10/15/2025,21,-50,-50,0,0
10/15/2025,22,0,0,0,0
10/15/2025,23,312,312,0,0
10/15/2025,24,785,747,38,0
10/16/2025,01,935,897,38,0
10/16/2025,02,907,873,34,0
10/16/2025,03,434,400,34,0
10/16/2025,04,434,400,34,0
10/16/2025,05,333,300,33,0
10/16/2025,06,132,100,32,0
10/16/2025,07,-68,-100,32,0
10/16/2025,08,-250,-250,0,0
10/16/2025,09,-100,-100,0,0
10/16/2025,10,-50,-50,0,0
10/16/2025,11,-81,-81,0,0
10/16/2025,12,18,-32,50,0
10/16/2025,13,116,66,50,0
10/16/2025,14,389,339,50,0
10/16/2025,15,427,377,50,0
10/16/2025,16,427,377,50,0
10/16/2025,17,227,177,50,0
10/16/2025,18,250,200,50,0
10/16/2025,19,462,412,50,0
10/16/2025,20,712,662,50,0
10/16/2025,21,935,888,47,0
10/16/2025,22,935,888,47,0
10/16/2025,23,935,888,47,0
10/16/2025,24,935,902,33,0
10/17/2025,01,935,902,33,0
10/17/2025,02,935,882,53,0
10/17/2025,03,935,882,53,0
10/17/2025,04,935,882,53,0
10/17/2025,05,935,882,53,0
10/17/2025,06,935,882,53,0
10/17/2025,07,935,882,53,0
10/17/2025,08,582,512,70,0
10/17/2025,09,215,145,70,0
10/17/2025,10,369,300,69,0
10/17/2025,11,370,300,70,0
10/17/2025,12,433,400,33,0
10/17/2025,13,734,700,34,0
10/17/2025,14,935,901,34,0
10/17/2025,15,935,902,33,0
10/17/2025,16,734,700,34,0
10/17/2025,17,634,600,34,0
10/17/2025,18,372,300,72,0
10/17/2025,19,172,100,72,0
10/17/2025,20,422,350,72,0
10/17/2025,21,709,512,197,0
10/17/2025,22,935,760,175,0
10/17/2025,23,935,760,175,0
10/17/2025,24,935,767,168,0
10/18/2025,01,935,768,167,0
10/18/2025,02,935,824,111,0
10/18/2025,03,935,824,111,0
10/18/2025,04,935,824,111,0
10/18/2025,05,935,824,111,0
10/18/2025,06,935,824,111,0
10/18/2025,07,935,824,111,0
10/18/2025,08,935,836,99,0
10/18/2025,09,935,836,99,0
10/18/2025,10,904,836,68,0
10/18/2025,11,917,836,81,0
10/18/2025,12,935,873,62,0
10/18/2025,13,934,872,62,0
10/18/2025,14,862,800,62,0
10/18/2025,15,935,873,62,0
10/18/2025,16,679,612,67,0
10/18/2025,17,417,350,67,0
10/18/2025,18,242,175,67,0
10/18/2025,19,242,175,67,0
10/18/2025,20,467,400,67,0
10/18/2025,21,704,637,67,0
10/18/2025,22,935,869,66,0
10/18/2025,23,935,836,99,0
10/18/2025,24,935,824,111,0
10/19/2025,01,935,824,111,0
10/19/2025,02,935,864,71,0
10/19/2025,03,935,864,71,0
10/19/2025,04,935,864,71,0
10/19/2025,05,935,864,71,0
10/19/2025,06,935,864,71,0
10/19/2025,07,935,864,71,0
10/19/2025,08,935,865,70,0
10/19/2025,09,935,865,70,0
10/19/2025,10,935,865,70,0
10/19/2025,11,935,865,70,0
10/19/2025,12,935,865,70,0
10/19/2025,13,935,865,70,0
10/19/2025,14,935,865,70,0
10/19/2025,15,935,865,70,0
10/19/2025,16,935,865,70,0
10/19/2025,17,935,865,70,0
10/19/2025,18,627,550,77,0
10/19/2025,19,627,550,77,0
10/19/2025,20,277,200,77,0
10/19/2025,21,277,200,77,0
10/19/2025,22,377,300,77,0
10/19/2025,23,639,562,77,0
10/19/2025,24,935,864,71,0
10/20/2025,01,886,817,69,0
10/20/2025,02,934,863,71,0
10/20/2025,03,935,863,72,0
10/20/2025,04,935,863,72,0
10/20/2025,05,935,863,72,0
10/20/2025,06,935,863,72,0
10/20/2025,07,935,863,72,0
10/20/2025,08,693,600,93,0
10/20/2025,09,705,612,93,0
10/20/2025,10,905,812,93,0
10/20/2025,11,935,852,83,0
10/20/2025,12,935,852,83,0
10/20/2025,13,935,852,83,0
10/20/2025,14,935,852,83,0
10/20/2025,15,935,852,83,0
10/20/2025,16,493,400,93,0
10/20/2025,17,243,150,93,0
10/20/2025,18,-19,20,-39,0
10/20/2025,19,-44,-5,-39,0
10/20/2025,20,141,100,41,0
10/20/2025,21,316,275,41,0
10/20/2025,22,650,562,88,0
10/20/2025,23,935,855,80,0
10/20/2025,24,935,863,72,0
10/21/2025,01,935,826,109,0
10/21/2025,02,935,824,111,0
10/21/2025,03,935,823,112,0
10/21/2025,04,935,823,112,0
10/21/2025,05,935,821,114,0
10/21/2025,06,935,815,120,0
10/21/2025,07,935,808,127,0
10/21/2025,08,635,485,150,0
10/21/2025,09,635,485,150,0
10/21/2025,10,735,685,50,0
