Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
03/09/2025,22,917,935,-18,0
03/09/2025,23,889,935,-46,0
03/09/2025,24,819,935,-116,0
03/10/2025,01,844,935,-91,0
03/10/2025,02,843,935,-92,0
03/10/2025,03,869,881,-12,0
03/10/2025,04,869,881,-12,0
03/10/2025,05,915,881,34,0
03/10/2025,06,935,864,71,0
03/10/2025,07,838,760,78,0
03/10/2025,08,417,360,57,0
03/10/2025,09,197,140,57,0
03/10/2025,10,12,0,12,0
03/10/2025,11,22,-25,47,0
03/10/2025,12,22,-20,42,0
03/10/2025,13,-36,-17,-19,0
03/10/2025,14,2,0,2,0
03/10/2025,15,-98,-100,2,0
03/10/2025,16,2,0,2,0
03/10/2025,17,52,0,52,0
03/10/2025,18,52,0,52,0
03/10/2025,19,77,0,77,0
03/10/2025,20,177,100,77,0
03/10/2025,21,377,300,77,0
03/10/2025,22,702,625,77,0
03/10/2025,23,935,905,30,0
03/10/2025,24,935,886,49,0
03/11/2025,01,935,886,49,0
03/11/2025,02,935,848,87,0
03/11/2025,03,935,848,87,0
03/11/2025,04,935,848,87,0
03/11/2025,05,935,848,87,0
03/11/2025,06,935,848,87,0
03/11/2025,07,935,848,87,0
03/11/2025,08,552,475,77,0
03/11/2025,09,527,500,27,0
03/11/2025,10,527,500,27,0
03/11/2025,11,789,762,27,0
03/11/2025,12,935,909,26,0
03/11/2025,13,935,909,26,0
03/11/2025,14,935,909,26,0
03/11/2025,15,935,909,26,0
03/11/2025,16,927,935,-8,0
03/11/2025,17,492,500,-8,0
03/11/2025,18,292,300,-8,0
03/11/2025,19,-15,0,-15,0
03/11/2025,20,0,0,0,0
03/11/2025,21,20,0,20,0
03/11/2025,22,77,0,77,0
03/11/2025,23,139,62,77,0
03/11/2025,24,360,262,98,0
03/12/2025,01,598,500,98,0
03/12/2025,02,879,802,77,0
03/12/2025,03,839,762,77,0
03/12/2025,04,452,375,77,0
03/12/2025,05,177,100,77,0
03/12/2025,06,77,0,77,0
03/12/2025,07,2,-75,77,0
03/12/2025,08,-123,-200,77,0
03/12/2025,09,-173,-250,77,0
03/12/2025,10,-48,-125,77,0
03/12/2025,11,-23,-100,77,0
03/12/2025,12,107,30,77,0
03/12/2025,13,239,162,77,0
03/12/2025,14,389,312,77,0
03/12/2025,15,439,362,77,0
03/12/2025,16,389,312,77,0
03/12/2025,17,289,212,77,0
03/12/2025,18,264,187,77,0
03/12/2025,19,239,162,77,0
03/12/2025,20,139,62,77,0
03/12/2025,21,239,162,77,0
03/12/2025,22,439,362,77,0
03/12/2025,23,689,612,77,0
03/12/2025,24,739,662,77,0
03/13/2025,01,839,762,77,0
03/13/2025,02,829,762,67,0
03/13/2025,03,829,762,67,0
03/13/2025,04,935,873,62,0
03/13/2025,05,767,700,67,0
03/13/2025,06,767,700,67,0
03/13/2025,07,767,700,67,0
03/13/2025,08,577,500,77,0
03/13/2025,09,577,500,77,0
03/13/2025,10,577,500,77,0
03/13/2025,11,427,350,77,0
03/13/2025,12,539,462,77,0
03/13/2025,13,539,462,77,0
03/13/2025,14,514,562,-48,0
03/13/2025,15,714,762,-48,0
03/13/2025,16,514,562,-48,0
03/13/2025,17,222,300,-78,0
03/13/2025,18,422,500,-78,0
03/13/2025,19,352,430,-78,0
03/13/2025,20,484,562,-78,0
03/13/2025,21,584,662,-78,0
03/13/2025,22,684,762,-78,0
03/13/2025,23,857,935,-78,0
03/13/2025,24,857,935,-78,0
03/14/2025,01,857,935,-78,0
03/14/2025,02,689,662,27,0
03/14/2025,03,327,300,27,0
03/14/2025,04,227,200,27,0
03/14/2025,05,277,250,27,0
03/14/2025,06,189,162,27,0
03/14/2025,07,77,50,27,0
03/14/2025,08,-73,-100,27,0
03/14/2025,09,27,0,27,0
03/14/2025,10,127,100,27,0
03/14/2025,11,157,130,27,0
03/14/2025,12,389,362,27,0
03/14/2025,13,449,422,27,0
03/14/2025,14,499,472,27,0
03/14/2025,15,620,572,48,0
03/14/2025,16,470,422,48,0
03/14/2025,17,445,397,48,0
03/14/2025,18,198,150,48,0
03/14/2025,19,139,112,27,0
03/14/2025,20,139,112,27,0
03/14/2025,21,127,100,27,0
03/14/2025,22,127,100,27,0
03/14/2025,23,189,162,27,0
03/14/2025,24,289,262,27,0
03/15/2025,01,289,262,27,0
03/15/2025,02,289,262,27,0
03/15/2025,03,289,262,27,0
03/15/2025,04,127,100,27,0
03/15/2025,05,127,100,27,0
03/15/2025,06,27,0,27,0
03/15/2025,07,27,0,27,0
03/15/2025,08,0,0,0,0
03/15/2025,09,-150,-100,-50,0
03/15/2025,10,-225,-175,-50,0
03/15/2025,11,-316,-75,-241,0
03/15/2025,12,-259,0,-259,0
03/15/2025,13,-259,0,-259,0
03/15/2025,14,-261,0,-261,0
03/15/2025,15,-256,0,-256,0
03/15/2025,16,-256,0,-256,0
03/15/2025,17,-249,7,-256,0
03/15/2025,18,-362,-100,-262,0
03/15/2025,19,-98,-75,-23,0
03/15/2025,20,-73,-50,-23,0
03/15/2025,21,-73,-50,-23,0
03/15/2025,22,-23,0,-23,0
03/15/2025,23,127,100,27,0
03/15/2025,24,369,342,27,0
03/16/2025,01,469,442,27,0
03/16/2025,02,427,400,27,0
03/16/2025,03,427,400,27,0
03/16/2025,04,227,200,27,0
03/16/2025,05,177,150,27,0
03/16/2025,06,127,100,27,0
03/16/2025,07,77,50,27,0
03/16/2025,08,27,0,27,0
03/16/2025,09,27,0,27,0
03/16/2025,10,27,0,27,0
03/16/2025,11,-23,50,-73,0
03/16/2025,12,2,165,-163,0
03/16/2025,13,-48,190,-238,0
03/16/2025,14,152,355,-203,0
03/16/2025,15,302,465,-163,0
03/16/2025,16,202,365,-163,0
03/16/2025,17,102,265,-163,0
03/16/2025,18,2,165,-163,0
03/16/2025,19,27,0,27,0
03/16/2025,20,-13,0,-13,0
03/16/2025,21,-13,0,-13,0
03/16/2025,22,27,0,27,0
03/16/2025,23,0,0,0,0
03/16/2025,24,0,0,0,0
03/17/2025,01,62,62,0,0
03/17/2025,02,162,162,0,0
03/17/2025,03,50,50,0,0
03/17/2025,04,0,0,0,0
03/17/2025,05,50,50,0,0
03/17/2025,06,0,0,0,0
03/17/2025,07,-100,-50,-50,0
03/17/2025,08,-314,-200,-114,0
03/17/2025,09,-73,-50,-23,0
03/17/2025,10,77,150,-73,0
03/17/2025,11,127,300,-173,0
03/17/2025,12,427,600,-173,0
03/17/2025,13,427,600,-173,0
03/17/2025,14,391,600,-209,0
03/17/2025,15,561,750,-189,0
03/17/2025,16,744,935,-191,0
03/17/2025,17,749,935,-186,0
03/17/2025,18,327,500,-173,0
03/17/2025,19,-23,100,-123,0
03/17/2025,20,-123,0,-123,0
03/17/2025,21,-123,0,-123,0
03/17/2025,22,-13,0,-13,0
03/17/2025,23,2,100,-98,0
03/17/2025,24,249,262,-13,0
03/18/2025,01,374,362,12,0
03/18/2025,02,474,462,12,0
03/18/2025,03,624,612,12,0
03/18/2025,04,574,562,12,0
03/18/2025,05,574,562,12,0
03/18/2025,06,424,412,12,0
03/18/2025,07,212,200,12,0
03/18/2025,08,58,137,-79,0
03/18/2025,09,14,112,-98,0
03/18/2025,10,-73,50,-123,0
03/18/2025,11,-88,0,-88,0
03/18/2025,12,2,50,-48,0
03/18/2025,13,62,100,-38,0
03/18/2025,14,77,100,-23,0
03/18/2025,15,87,100,-13,0
03/18/2025,16,27,0,27,0
03/18/2025,17,27,0,27,0
03/18/2025,18,27,0,27,0
03/18/2025,19,27,0,27,0
03/18/2025,20,27,0,27,0
03/18/2025,21,27,0,27,0
03/18/2025,22,189,162,27,0
03/18/2025,23,527,500,27,0
03/18/2025,24,934,908,26,0
03/19/2025,01,935,821,114,0
03/19/2025,02,935,807,128,0
03/19/2025,03,935,807,128,0
03/19/2025,04,935,807,128,0
03/19/2025,05,935,807,128,0
03/19/2025,06,935,848,87,0
03/19/2025,07,750,662,88,0
03/19/2025,08,330,312,18,0
03/19/2025,09,525,537,-12,0
03/19/2025,10,793,812,-19,0
03/19/2025,11,923,935,-12,0
03/19/2025,12,923,935,-12,0
03/19/2025,13,935,908,27,0
03/19/2025,14,935,908,27,0
03/19/2025,15,935,899,36,0
03/19/2025,16,935,848,87,0
03/19/2025,17,935,848,87,0
03/19/2025,18,935,872,63,0
03/19/2025,19,428,400,28,0
03/19/2025,20,408,400,8,0
03/19/2025,21,758,750,8,0
03/19/2025,22,935,846,89,0
03/19/2025,23,935,848,87,0
03/19/2025,24,934,846,88,0
03/20/2025,01,935,848,87,0
03/20/2025,02,935,865,70,0
03/20/2025,03,935,865,70,0
03/20/2025,04,935,865,70,0
03/20/2025,05,935,892,43,0
03/20/2025,06,935,892,43,0
03/20/2025,07,935,892,43,0
03/20/2025,08,889,935,-46,0
03/20/2025,09,847,892,-45,0
03/20/2025,10,843,935,-92,0
03/20/2025,11,862,935,-73,0
03/20/2025,12,825,935,-110,0
03/20/2025,13,814,935,-121,0
03/20/2025,14,813,935,-122,0
03/20/2025,15,815,935,-120,0
03/20/2025,16,788,910,-122,0
03/20/2025,17,644,785,-141,0
03/20/2025,18,721,785,-64,0
03/20/2025,19,297,275,22,0
03/20/2025,20,322,300,22,0
03/20/2025,21,322,300,22,0
03/20/2025,22,518,500,18,0
03/20/2025,23,825,812,13,0
03/20/2025,24,827,812,15,0
03/21/2025,01,935,924,11,0
03/21/2025,02,914,935,-21,0
03/21/2025,03,914,935,-21,0
03/21/2025,04,914,935,-21,0
03/21/2025,05,914,935,-21,0
03/21/2025,06,934,908,26,0
03/21/2025,07,936,909,27,0
03/21/2025,08,614,562,52,0
03/21/2025,09,614,562,52,0
03/21/2025,10,727,700,27,0
03/21/2025,11,934,908,26,0
03/21/2025,12,917,935,-18,0
03/21/2025,13,934,908,26,0
03/21/2025,14,877,935,-58,0
03/21/2025,15,877,935,-58,0
03/21/2025,16,847,935,-88,0
03/21/2025,17,852,935,-83,0
03/21/2025,18,852,935,-83,0
03/21/2025,19,852,935,-83,0
03/21/2025,20,923,935,-12,0
03/21/2025,21,923,935,-12,0
03/21/2025,22,935,928,7,0
03/21/2025,23,689,662,27,0
03/21/2025,24,934,908,26,0
03/22/2025,01,689,662,27,0
03/22/2025,02,627,600,27,0
03/22/2025,03,934,908,26,0
03/22/2025,04,934,908,26,0
03/22/2025,05,727,700,27,0
03/22/2025,06,727,700,27,0
03/22/2025,07,527,500,27,0
03/22/2025,08,352,300,52,0
03/22/2025,09,252,200,52,0
03/22/2025,10,427,400,27,0
03/22/2025,11,627,600,27,0
03/22/2025,12,527,600,-73,0
03/22/2025,13,758,835,-77,0
03/22/2025,14,346,443,-97,0
03/22/2025,15,228,325,-97,0
03/22/2025,16,188,225,-37,0
03/22/2025,17,463,500,-37,0
03/22/2025,18,553,650,-97,0
03/22/2025,19,722,800,-78,0
03/22/2025,20,477,450,27,0
03/22/2025,21,227,200,27,0
03/22/2025,22,277,250,27,0
03/22/2025,23,327,350,-23,0
03/22/2025,24,627,650,-23,0
03/23/2025,01,902,935,-33,0
03/23/2025,02,901,935,-34,0
03/23/2025,03,901,935,-34,0
03/23/2025,04,901,935,-34,0
03/23/2025,05,922,935,-13,0
03/23/2025,06,922,935,-13,0
03/23/2025,07,922,935,-13,0
03/23/2025,08,934,908,26,0
03/23/2025,09,627,600,27,0
03/23/2025,10,777,750,27,0
03/23/2025,11,862,935,-73,0
03/23/2025,12,934,908,26,0
03/23/2025,13,922,935,-13,0
03/23/2025,14,802,935,-133,0
03/23/2025,15,710,861,-151,0
03/23/2025,16,697,861,-164,0
03/23/2025,17,697,861,-164,0
03/23/2025,18,744,861,-117,0
03/23/2025,19,744,861,-117,0
03/23/2025,20,849,861,-12,0
03/23/2025,21,849,861,-12,0
03/23/2025,22,923,935,-12,0
03/23/2025,23,892,935,-43,0
03/23/2025,24,923,935,-12,0
03/24/2025,01,923,935,-12,0
03/24/2025,02,891,935,-44,0
03/24/2025,03,881,935,-54,0
03/24/2025,04,797,850,-53,0
03/24/2025,05,796,850,-54,0
03/24/2025,06,596,650,-54,0
03/24/2025,07,143,200,-57,0
03/24/2025,08,56,100,-44,0
03/24/2025,09,-44,0,-44,0
03/24/2025,10,22,100,-78,0
03/24/2025,11,-98,100,-198,0
03/24/2025,12,202,400,-198,0
03/24/2025,13,552,750,-198,0
03/24/2025,14,704,935,-231,0
03/24/2025,15,679,935,-256,0
03/24/2025,16,686,935,-249,0
03/24/2025,17,688,935,-247,0
03/24/2025,18,344,600,-256,0
03/24/2025,19,22,100,-78,0
03/24/2025,20,-78,0,-78,0
03/24/2025,21,-78,0,-78,0
03/24/2025,22,-51,0,-51,0
03/24/2025,23,-78,0,-78,0
03/24/2025,24,189,162,27,0
03/25/2025,01,489,462,27,0
03/25/2025,02,689,662,27,0
03/25/2025,03,327,300,27,0
03/25/2025,04,277,250,27,0
03/25/2025,05,127,100,27,0
03/25/2025,06,-23,-50,27,0
03/25/2025,07,-100,-100,0,0
03/25/2025,08,-200,-200,0,0
03/25/2025,09,0,0,0,0
03/25/2025,10,27,0,27,0
03/25/2025,11,-98,0,-98,0
03/25/2025,12,-93,5,-98,0
03/25/2025,13,-93,5,-98,0
03/25/2025,14,-193,-95,-98,0
03/25/2025,15,-193,-95,-98,0
03/25/2025,16,-143,-45,-98,0
03/25/2025,17,-93,5,-98,0
03/25/2025,18,-175,-50,-125,0
03/25/2025,19,-50,-50,0,0
03/25/2025,20,-70,-50,-20,0
03/25/2025,21,-20,0,-20,0
03/25/2025,22,7,0,7,0
03/25/2025,23,27,0,27,0
03/25/2025,24,127,100,27,0
03/26/2025,01,327,300,27,0
03/26/2025,02,327,300,27,0
03/26/2025,03,227,200,27,0
03/26/2025,04,227,200,27,0
03/26/2025,05,27,0,27,0
03/26/2025,06,27,0,27,0
03/26/2025,07,-50,-50,0,0
03/26/2025,08,-100,-100,0,0
03/26/2025,09,-120,-100,-20,0
03/26/2025,10,-120,-100,-20,0
03/26/2025,11,-163,-50,-113,0
03/26/2025,12,-168,-50,-118,0
03/26/2025,13,-198,-50,-148,0
03/26/2025,14,-198,-50,-148,0
03/26/2025,15,-228,-50,-178,0
03/26/2025,16,-228,-50,-178,0
03/26/2025,17,-78,50,-128,0
03/26/2025,18,-98,0,-98,0
03/26/2025,19,27,0,27,0
03/26/2025,20,27,0,27,0
03/26/2025,21,27,0,27,0
03/26/2025,22,127,100,27,0
03/26/2025,23,227,200,27,0
03/26/2025,24,389,362,27,0
03/27/2025,01,589,562,27,0
03/27/2025,02,552,500,52,0
03/27/2025,03,602,550,52,0
03/27/2025,04,502,450,52,0
03/27/2025,05,402,350,52,0
03/27/2025,06,22,0,22,0
03/27/2025,07,22,0,22,0
03/27/2025,08,-123,-150,27,0
03/27/2025,09,-100,-100,0,0
03/27/2025,10,-160,-135,-25,0
03/27/2025,11,-225,-100,-125,0
03/27/2025,12,-300,-100,-200,0
03/27/2025,13,-273,-100,-173,0
03/27/2025,14,-323,-75,-248,0
03/27/2025,15,-366,-100,-266,0
03/27/2025,16,-353,-100,-253,0
03/27/2025,17,-378,-125,-253,0
03/27/2025,18,-357,-100,-257,0
03/27/2025,19,-148,-75,-73,0
03/27/2025,20,127,100,27,0
03/27/2025,21,-23,0,-23,0
03/27/2025,22,27,50,-23,0
03/27/2025,23,-50,0,-50,0
03/27/2025,24,-25,151,-176,0
03/28/2025,01,75,151,-76,0
03/28/2025,02,-75,0,-75,0
03/28/2025,03,-125,-50,-75,0
03/28/2025,04,-215,-50,-165,0
03/28/2025,05,-265,-100,-165,0
03/28/2025,06,-215,-50,-165,0
03/28/2025,07,-365,-200,-165,0
03/28/2025,08,-399,-326,-73,0
03/28/2025,09,-403,-338,-65,0
03/28/2025,10,-402,-289,-113,0
03/28/2025,11,-379,-272,-107,0
03/28/2025,12,-376,-270,-106,0
03/28/2025,13,-377,-271,-106,0
03/28/2025,14,-392,-281,-111,0
03/28/2025,15,-419,-301,-118,0
03/28/2025,16,-395,-283,-112,0
03/28/2025,17,-395,-283,-112,0
03/28/2025,18,-395,-283,-112,0
03/28/2025,19,-377,-271,-106,0
03/28/2025,20,-377,-271,-106,0
03/28/2025,21,-360,-271,-89,0
03/28/2025,22,-350,-271,-79,0
03/28/2025,23,-346,-271,-75,0
03/28/2025,24,-401,-288,-113,0
03/29/2025,01,-401,-352,-49,0
03/29/2025,02,-397,-285,-112,0
03/29/2025,03,-473,-339,-134,0
03/29/2025,04,-469,-337,-132,0
03/29/2025,05,-470,-337,-133,0
03/29/2025,06,-474,-340,-134,0
03/29/2025,07,-474,-340,-134,0
03/29/2025,08,-474,-340,-134,0
03/29/2025,09,-474,-340,-134,0
03/29/2025,10,-458,-329,-129,0
03/29/2025,11,-458,-329,-129,0
03/29/2025,12,-604,-433,-171,0
03/29/2025,13,-602,-432,-170,0
03/29/2025,14,-572,-411,-161,0
03/29/2025,15,-572,-411,-161,0
03/29/2025,16,-573,-411,-162,0
03/29/2025,17,-515,-370,-145,0
03/29/2025,18,-515,-370,-145,0
03/29/2025,19,-476,-342,-134,0
03/29/2025,20,-455,-342,-113,0
03/29/2025,21,-475,-341,-134,0
03/29/2025,22,-475,-341,-134,0
03/29/2025,23,-451,-324,-127,0
03/29/2025,24,-419,-301,-118,0
03/30/2025,01,-388,-306,-82,0
03/30/2025,02,-428,-335,-93,0
03/30/2025,03,-472,-339,-133,0
03/30/2025,04,-508,-365,-143,0
03/30/2025,05,-581,-417,-164,0
03/30/2025,06,-581,-417,-164,0
03/30/2025,07,-558,-431,-127,0
03/30/2025,08,-529,-402,-127,0
03/30/2025,09,-519,-402,-117,0
03/30/2025,10,-519,-402,-117,0
03/30/2025,11,-523,-405,-118,0
03/30/2025,12,-524,-406,-118,0
03/30/2025,13,-551,-395,-156,0
03/30/2025,14,-546,-392,-154,0
03/30/2025,15,-563,-404,-159,0
03/30/2025,16,-564,-405,-159,0
03/30/2025,17,-564,-405,-159,0
03/30/2025,18,-568,-408,-160,0
03/30/2025,19,-567,-407,-160,0
03/30/2025,20,-574,-412,-162,0
03/30/2025,21,-568,-440,-128,0
03/30/2025,22,-534,-404,-130,0
03/30/2025,23,-534,-404,-130,0
03/30/2025,24,-416,-200,-216,0
03/31/2025,01,-581,-608,27,0
03/31/2025,02,27,0,27,0
03/31/2025,03,27,0,27,0
03/31/2025,04,27,0,27,0
03/31/2025,05,27,0,27,0
03/31/2025,06,27,0,27,0
03/31/2025,07,27,0,27,0
03/31/2025,08,39,12,27,0
03/31/2025,09,39,12,27,0
03/31/2025,10,-11,12,-23,0
03/31/2025,11,-514,-466,-48,0
03/31/2025,12,-441,-317,-124,0
03/31/2025,13,-441,-317,-124,0
03/31/2025,14,-441,-317,-124,0
03/31/2025,15,-441,-317,-124,0
03/31/2025,16,-561,-403,-158,0
03/31/2025,17,-561,-403,-158,0
03/31/2025,18,-441,-325,-116,0
03/31/2025,19,-148,-175,27,0
03/31/2025,20,-442,-469,27,0
03/31/2025,21,-441,-468,27,0
03/31/2025,22,-223,-250,27,0
03/31/2025,23,-173,-200,27,0
03/31/2025,24,-23,-50,27,0
04/01/2025,01,27,0,27,0
04/01/2025,02,-8,0,-8,0
04/01/2025,03,-8,0,-8,0
04/01/2025,04,-58,-50,-8,0
04/01/2025,05,-108,-100,-8,0
04/01/2025,06,-200,-150,-50,0
04/01/2025,07,-354,-250,-104,0
04/01/2025,08,-379,-275,-104,0
04/01/2025,09,-379,-275,-104,0
04/01/2025,10,-283,-175,-108,0
04/01/2025,11,-303,-195,-108,0
04/01/2025,12,-203,-95,-108,0
04/01/2025,13,-153,-45,-108,0
04/01/2025,14,-148,-40,-108,0
04/01/2025,15,-148,-40,-108,0
04/01/2025,16,-152,-44,-108,0
04/01/2025,17,-249,-141,-108,0
04/01/2025,18,-378,-270,-108,0
04/01/2025,19,-389,-322,-67,0
04/01/2025,20,-431,-309,-122,0
04/01/2025,21,-275,-88,-187,0
04/01/2025,22,-333,-275,-58,0
04/01/2025,23,-233,-175,-58,0
04/01/2025,24,-98,0,-98,0
04/02/2025,01,-98,0,-98,0
04/02/2025,02,-1,0,-1,0
04/02/2025,03,-8,0,-8,0
04/02/2025,04,-8,0,-8,0
04/02/2025,05,-50,0,-50,0
04/02/2025,06,-50,0,-50,0
04/02/2025,07,-50,0,-50,0
04/02/2025,08,-100,-50,-50,0
04/02/2025,09,-150,-100,-50,0
04/02/2025,10,-240,-100,-140,0
04/02/2025,11,-288,-100,-188,0
04/02/2025,12,-247,-50,-197,0
04/02/2025,13,-347,-100,-247,0
04/02/2025,14,-462,-358,-104,0
04/02/2025,15,-425,-320,-105,0
04/02/2025,16,-419,-172,-247,0
04/02/2025,17,-390,-143,-247,0
04/02/2025,18,-404,-290,-114,0
04/02/2025,19,-396,-328,-68,0
04/02/2025,20,-408,-293,-115,0
04/02/2025,21,-404,-290,-114,0
04/02/2025,22,-404,-290,-114,0
04/02/2025,23,-404,-290,-114,0
04/02/2025,24,-358,-340,-18,0
04/03/2025,01,-168,-150,-18,0
04/03/2025,02,-33,-100,67,0
04/03/2025,03,-82,-100,18,0
04/03/2025,04,-108,-100,-8,0
04/03/2025,05,-108,-100,-8,0
04/03/2025,06,-58,-50,-8,0
04/03/2025,07,-58,-50,-8,0
04/03/2025,08,4,12,-8,0
04/03/2025,09,-58,-50,-8,0
04/03/2025,10,-8,0,-8,0
04/03/2025,11,-23,100,-123,0
04/03/2025,12,177,300,-123,0
04/03/2025,13,302,385,-83,0
04/03/2025,14,392,385,7,0
04/03/2025,15,442,385,57,0
04/03/2025,16,442,385,57,0
04/03/2025,17,442,385,57,0
04/03/2025,18,167,200,-33,0
04/03/2025,19,-150,0,-150,0
04/03/2025,20,-359,-265,-94,0
04/03/2025,21,-440,-439,-1,0
04/03/2025,22,-435,-434,-1,0
04/03/2025,23,-250,-225,-25,0
04/03/2025,24,-75,-50,-25,0
04/04/2025,01,-60,-35,-25,0
04/04/2025,02,7,-35,42,0
04/04/2025,03,42,0,42,0
04/04/2025,04,-8,-50,42,0
04/04/2025,05,-58,-100,42,0
04/04/2025,06,-188,-230,42,0
04/04/2025,07,-428,-468,40,0
04/04/2025,08,-341,-381,40,0
04/04/2025,09,-193,-235,42,0
04/04/2025,10,-183,0,-183,0
04/04/2025,11,-163,0,-163,0
04/04/2025,12,-152,0,-152,0
04/04/2025,13,-52,100,-152,0
04/04/2025,14,-52,100,-152,0
04/04/2025,15,-194,0,-194,0
04/04/2025,16,6,200,-194,0
04/04/2025,17,106,300,-194,0
04/04/2025,18,-94,100,-194,0
04/04/2025,19,-144,0,-144,0
04/04/2025,20,-155,-155,0,0
04/04/2025,21,-155,-155,0,0
04/04/2025,22,-150,-150,0,0
04/04/2025,23,-25,-25,0,0
04/04/2025,24,42,0,42,0
04/05/2025,01,92,50,42,0
04/05/2025,02,452,410,42,0
04/05/2025,03,752,710,42,0
04/05/2025,04,852,810,42,0
04/05/2025,05,802,760,42,0
04/05/2025,06,752,710,42,0
04/05/2025,07,502,460,42,0
04/05/2025,08,502,460,42,0
04/05/2025,09,542,500,42,0
04/05/2025,10,592,600,-8,0
04/05/2025,11,442,600,-158,0
04/05/2025,12,442,600,-158,0
04/05/2025,13,342,500,-158,0
04/05/2025,14,342,500,-158,0
04/05/2025,15,442,600,-158,0
04/05/2025,16,492,600,-108,0
04/05/2025,17,292,400,-108,0
04/05/2025,18,-8,0,-8,0
04/05/2025,19,42,0,42,0
04/05/2025,20,0,0,0,0
04/05/2025,21,-50,-50,0,0
04/05/2025,22,-125,-125,0,0
04/05/2025,23,-33,-75,42,0
04/05/2025,24,22,50,-28,0
04/06/2025,01,22,50,-28,0
04/06/2025,02,-54,0,-54,0
04/06/2025,03,-4,50,-54,0
04/06/2025,04,-54,0,-54,0
04/06/2025,05,-54,0,-54,0
04/06/2025,06,-54,0,-54,0
04/06/2025,07,-8,0,-8,0
04/06/2025,08,-8,0,-8,0
04/06/2025,09,-8,0,-8,0
04/06/2025,10,-58,0,-58,0
04/06/2025,11,-49,0,-49,0
04/06/2025,12,-83,0,-83,0
04/06/2025,13,42,100,-58,0
04/06/2025,14,42,100,-58,0
04/06/2025,15,192,150,42,0
04/06/2025,16,192,150,42,0
04/06/2025,17,117,75,42,0
04/06/2025,18,42,0,42,0
04/06/2025,19,42,0,42,0
04/06/2025,20,-8,0,-8,0
04/06/2025,21,92,50,42,0
04/06/2025,22,404,362,42,0
04/06/2025,23,654,612,42,0
04/06/2025,24,804,762,42,0
04/07/2025,01,935,895,40,0
04/07/2025,02,935,872,63,0
04/07/2025,03,935,872,63,0
04/07/2025,04,935,872,63,0
04/07/2025,05,935,872,63,0
04/07/2025,06,935,895,40,0
04/07/2025,07,804,762,42,0
04/07/2025,08,604,562,42,0
04/07/2025,09,679,562,117,0
04/07/2025,10,542,500,42,0
04/07/2025,11,342,300,42,0
04/07/2025,12,342,300,42,0
04/07/2025,13,292,250,42,0
04/07/2025,14,442,400,42,0
04/07/2025,15,642,600,42,0
04/07/2025,16,792,750,42,0
04/07/2025,17,927,935,-8,0
04/07/2025,18,927,935,-8,0
04/07/2025,19,897,935,-38,0
04/07/2025,20,897,935,-38,0
04/07/2025,21,852,890,-38,0
04/07/2025,22,935,895,40,0
04/07/2025,23,935,895,40,0
04/07/2025,24,935,895,40,0
04/08/2025,01,935,895,40,0
04/08/2025,02,935,895,40,0
04/08/2025,03,854,812,42,0
04/08/2025,04,854,812,42,0
04/08/2025,05,935,895,40,0
04/08/2025,06,714,762,-48,0
04/08/2025,07,714,762,-48,0
04/08/2025,08,396,400,-4,0
04/08/2025,09,575,600,-25,0
04/08/2025,10,746,750,-4,0
04/08/2025,11,910,935,-25,0
04/08/2025,12,827,835,-8,0
04/08/2025,13,692,700,-8,0
04/08/2025,14,675,700,-25,0
04/08/2025,15,810,835,-25,0
04/08/2025,16,790,835,-45,0
04/08/2025,17,792,835,-43,0
04/08/2025,18,727,835,-108,0
04/08/2025,19,657,700,-43,0
04/08/2025,20,419,462,-43,0
04/08/2025,21,169,212,-43,0
04/08/2025,22,169,212,-43,0
04/08/2025,23,157,200,-43,0
04/08/2025,24,-82,0,-82,0
04/09/2025,01,143,150,-7,0
04/09/2025,02,442,400,42,0
04/09/2025,03,318,250,68,0
04/09/2025,04,178,100,78,0
04/09/2025,05,148,100,48,0
04/09/2025,06,238,200,38,0
04/09/2025,07,258,200,58,0
04/09/2025,08,237,200,37,0
04/09/2025,09,392,400,-8,0
04/09/2025,10,499,500,-1,0
04/09/2025,11,370,400,-30,0
04/09/2025,12,320,350,-30,0
04/09/2025,13,170,200,-30,0
04/09/2025,14,146,200,-54,0
04/09/2025,15,146,200,-54,0
04/09/2025,16,46,100,-54,0
04/09/2025,17,46,100,-54,0
04/09/2025,18,-30,0,-30,0
04/09/2025,19,-30,0,-30,0
04/09/2025,20,-80,-50,-30,0
04/09/2025,21,-150,-100,-50,0
04/09/2025,22,-30,0,-30,0
04/09/2025,23,14,0,14,0
04/09/2025,24,152,100,52,0
04/10/2025,01,373,300,73,0
04/10/2025,02,542,450,92,0
04/10/2025,03,542,450,92,0
04/10/2025,04,542,450,92,0
04/10/2025,05,292,200,92,0
04/10/2025,06,92,0,92,0
04/10/2025,07,42,-50,92,0
04/10/2025,08,-9,-50,41,0
04/10/2025,09,-133,-150,17,0
04/10/2025,10,-193,-235,42,0
04/10/2025,11,-169,-125,-44,0
04/10/2025,12,-100,-75,-25,0
04/10/2025,13,-50,-25,-25,0
04/10/2025,14,2,0,2,0
04/10/2025,15,-8,0,-8,0
04/10/2025,16,102,100,2,0
04/10/2025,17,152,150,2,0
04/10/2025,18,192,150,42,0
04/10/2025,19,254,212,42,0
04/10/2025,20,354,262,92,0
